,Tp,M,Name,Num_obs,Synodic_period,Perturbers_2,Ref,NEO_flag,Perturbers,Perihelion_dist,Aphelion_dist,Computer,Node,H,rms,Number,n,Num_opps,One_km_NEO_flag,Orbital_period,Peri,G,Principal_desig,e,Epoch,Arc_years,Semilatus_rectum,i,U,a,Last_obs,Hex_flags,PHA_flag,Critical_list_numbered_object_flag,Arc_length,One_opposition_object_flag
12434,2457445.25,345.18413,NA,70,1.5058378,38h,E2016-G62,1,M-v,1.1566824,2.982119,MPCALB,181.07694,23.4,0.44,NA,0.33108323,1,NA,2.9769181,336.03611,0.15,2016 CP247,0.4410544,2457400.5,NA,0.8334211,5.73185,5,2.0694007,4/3/16,804,NA,NA,51,NA
12435,2457336.787,43.21254,NA,28,3.2066021,3Eh,MPO373622,1,M-v,0.517212,2.0487134,MPCALB,199.70287,21.8,0.35,NA,0.67823943,1,NA,1.4531855,172.28279,0.15,2016 CQ247,0.5968612,2457400.5,NA,0.4129579,8.91974,6,1.2829627,3/1/16,803,NA,NA,18,NA
12436,2457319.797,68.2296,NA,34,7.0317873,3Eh,E2016-G77,1,M-v,1.0061842,1.2091698,MPCALB,359.3185,21.6,0.27,NA,0.84544312,1,NA,1.1657883,58.00029,0.15,2016 CR247,0.0916267,2457400.5,NA,0.5491888,14.17282,4,1.107677,3/30/16,8804,1,NA,48,NA
12437,2457412.801,352.36691,NA,126,2.699816,3Eh,E2016-G05,1,M-v,0.9874016,1.7352046,MPCALB,335.20011,25.5,0.32,NA,0.62054292,1,NA,1.588299,147.43233,0.15,2016 CS247,0.2746644,2457400.5,NA,0.6293028,1.59747,5,1.3613031,3/31/16,803,NA,NA,46,NA
12438,2457514.806,309.68879,NA,22,1.8069246,3Eh,MPO373622,1,M-v,0.7352253,2.6879939,MPCALB,310.65448,22.3,0.21,NA,0.44014625,1,NA,2.2392731,287.56157,0.15,2016 CW247,0.570448,2457400.5,NA,0.5773166,10.54947,7,1.7116096,2/26/16,803,NA,NA,16,NA
12439,2457292.312,113.8804,NA,25,14.7091112,3Eh,MPO373622,1,M-v,0.5638782,1.3503184,MPCALB,341.73243,22.6,0.2,NA,1.0526143,1,NA,0.9363427,358.41695,0.15,2016 CX247,0.4108461,2457400.5,NA,0.3977727,17.52791,6,0.9570983,3/2/16,802,NA,NA,21,NA
12440,2457415.001,355.21401,NA,28,1.5034719,38h,MPO373622,1,M-v,1.1330052,3.0144024,MPCALB,335.19347,23.8,0.33,NA,0.33005324,1,NA,2.9862082,149.4605,0.15,2016 CY247,0.4536321,2457400.5,NA,0.8234864,11.93434,6,2.0737038,3/1/16,804,NA,NA,18,NA
12441,2457362.275,35.75966,NA,18,19.6747388,3Eh,MPO365236,1,M-v,0.6473232,1.423452,MPCALB,325.14489,26.9,0.56,NA,0.93551264,1,NA,1.0535483,70.20101,0.15,2016 CZ247,0.3748011,2457400.5,NA,0.4449703,7.97132,8,1.0353876,2/17/16,803,NA,NA,2,NA
12442,2457401.138,359.73909,NA,18,1.7089337,3Eh,MPO365236,1,M-v,0.9436752,2.6519664,MPCALB,148.13531,27.8,0.29,NA,0.40886929,1,NA,2.4105692,317.25875,0.15,2016 CA248,0.4751005,2457400.5,NA,0.6960079,2.65997,7,1.7978208,2/17/16,803,NA,NA,2,NA
12443,2457370.74,24.4142,NA,41,5.9646523,3Eh,MPO373622,1,M-v,0.7168543,1.5434185,MPCW,145.78114,26.7,0.48,NA,0.82036626,1,NA,1.201424,267.12472,0.15,2016 CB248,0.3656922,2457400.5,NA,0.4895012,7.69598,5,1.1301364,2/27/16,803,NA,NA,12,NA
12444,2457355.389,17.46921,NA,23,1.6471954,3Eh,MPO373622,1,M-v,0.7970531,2.9311805,MPCALB,359.16594,22.2,0.23,NA,0.38725264,1,NA,2.5451283,55.32109,0.15,2016 CD248,0.5724232,2457400.5,NA,0.6266524,13.45213,6,1.8641168,2/29/16,803,NA,NA,16,NA
12445,2457384.314,6.94241,NA,14,1.770437,3Eh,MPO373623,1,M-v,0.9570289,2.5257473,MPCALB,142.37759,23.4,0.4,NA,0.42890461,1,NA,2.2979647,309.21425,0.15,2016 CE248,0.4504218,2457400.5,NA,0.6940478,33.85558,7,1.7413881,3/2/16,803,NA,NA,17,NA
12446,2457522.247,331.97633,NA,48,1.3047004,38h,E2016-F70,1,M-v,1.1971122,4.0766654,MPCADO,270.64584,19.2,0.21,NA,0.23017934,1,NA,4.2819119,325.70698,0.15,2016 CJ248,0.5460134,2457400.5,NA,0.9253757,13.57671,5,2.6368888,3/30/16,804,NA,NA,45,NA
12447,2457488.018,306.72766,NA,38,2.6150051,3Eh,MPO365237,1,M-v,0.8584314,1.8993664,MPCALB,318.71712,26.8,0.41,NA,0.60870302,1,NA,1.6191931,255.68021,0.15,2016 CK248,0.3774515,2457400.5,NA,0.5912238,2.50717,7,1.3788989,2/19/16,803,NA,NA,4,NA
12448,2457421.158,354.74429,NA,40,1.347949,38h,MPO373623,1,M-v,1.2930723,3.6402019,MPCALB,345.33245,23.2,0.29,NA,0.25441704,1,NA,3.8739846,150.04875,0.15,2016 CL248,0.4757752,2457400.5,NA,0.954142,1.03117,7,2.4666371,3/1/16,804,NA,NA,15,NA
12449,2457375.327,13.95707,NA,47,2.2859219,3Eh,MPO373623,1,M-v,0.9228503,2.0120579,MPCALB,330.42317,23.2,0.26,NA,0.55444346,1,NA,1.7776522,113.02298,0.15,2016 CM248,0.3711215,2457400.5,NA,0.63267,17.59842,5,1.4674541,3/14/16,803,NA,NA,28,NA
12450,2457497.351,266.24761,NA,20,55.985738,3Eh,MPO365237,1,M-v,0.587856,1.4363198,MPCW,139.49201,27.3,0.52,NA,0.9680031,1,NA,1.0181865,116.89521,0.15,2016 CN248,0.4191651,2457400.5,NA,0.4171323,3.15553,7,1.0120879,2/13/16,803,NA,NA,4,NA
12451,2457336.425,68.78497,NA,30,11.2135321,3Eh,E2016-G05,1,M-v,0.7960399,1.0932449,MPCALB,140.1453,27.5,0.24,NA,1.07350211,1,NA,0.9181236,244.67687,0.15,2016 CO248,0.1573108,2457400.5,NA,0.4606328,4.76306,5,0.9446424,3/10/16,802,NA,NA,28,NA
12452,2457558.97,286.17813,NA,38,1.896251,3Eh,E2016-F61,1,M-v,0.7007725,2.5953811,MPCALB,138.57905,19.1,0.33,NA,0.46584122,1,NA,2.1157589,100.28702,0.15,2016 CL264,0.5747938,2457400.5,NA,0.5517861,34.11592,4,1.6480768,3/27/16,8803,1,NA,44,NA
12453,2457384.074,5.58382,NA,23,1.5264877,3Eh,MPO370741,1,M-v,0.4726512,3.5939668,MPCW,141.79522,29.8,0.48,NA,0.33993745,1,NA,2.8993796,257.59833,0.15,2016 CW264,0.7675458,2457400.5,NA,0.4177163,5.44175,5,2.033309,2/12/16,803,NA,NA,1,NA
12454,2457703.084,197.19224,NA,13,2.2022315,3Eh,E2016-H33,1,M-h,1.0466826,1.9475112,MPCLINUX,40.77254,19.7,0.14,NA,0.53805814,1,NA,1.8317866,284.34055,0.15,2016 CX264,0.3008585,2457400.5,NA,0.680793,13.04409,6,1.4970969,3/6/16,804,NA,NA,24,NA
12455,2457356.149,50.96332,NA,34,6.0285433,3Eh,MPO365238,1,M-v,0.6102894,1.195199,MPCW,147.50484,28.5,0.44,NA,1.1490979,1,NA,0.857723,234.0667,0.15,2016 DB,0.323962,2457400.5,NA,0.404,1.53609,7,0.9027442,2/17/16,802,NA,NA,1,NA
12456,2457436.679,328.75248,NA,45,8.0837345,3Eh,MPO373623,1,M-v,1.019619,1.164434,MPCALB,145.2969,27,0.4,NA,0.86368287,1,NA,1.1411685,3.42442,0.15,2016 DF,0.0663056,2457400.5,NA,0.5436127,4.60992,6,1.0920265,3/1/16,804,NA,NA,14,NA
12457,2457412.197,354.07707,NA,28,2.0565534,3Eh,MPO365239,1,M-v,0.9789878,2.1389134,MPCW,145.93622,27.7,0.48,NA,0.50635553,1,NA,1.9464737,334.26243,0.15,2016 DG,0.3720213,2457400.5,NA,0.671596,9.66498,7,1.5589506,2/18/16,803,NA,NA,2,NA
12458,2457415.233,346.16963,NA,21,21.0219501,3Eh,MPO373623,1,M-v,1.009931,1.0561202,MPCALB,146.21576,27.5,0.31,NA,0.93872302,1,NA,1.0499452,340.86981,0.15,2016 DH,0.0223563,2457400.5,NA,0.5162546,8.2059,4,1.0330256,2/27/16,804,NA,NA,16,NA
12459,2457349.176,48.79302,NA,72,28.2184597,3Eh,E2016-GB6,1,M-v,0.8588488,1.1898424,MPCALB,337.0271,25.6,0.44,NA,0.9506799,1,NA,1.0367398,71.04528,0.15,2016 DJ,0.1615634,2457400.5,NA,0.4988037,4.32188,4,1.0243456,4/5/16,803,NA,NA,51,NA
12460,2457430.862,352.35322,NA,54,1.3432368,3Eh,MPO373623,1,M-v,1.0396472,3.9270668,MPCALB,152.32539,22.4,0.37,NA,0.25185197,1,NA,3.9134405,353.92316,0.15,2016 DK,0.5813541,2457400.5,NA,0.8220252,32.81378,6,2.483357,3/1/16,804,NA,NA,14,NA
12461,2457324.351,124.33108,NA,35,1.5230647,3Eh,MPO370742,1,M-v,0.37779,1.050742,MPCLINUX,290.16188,21.3,0.43,NA,1.63272902,2,NA,0.6036566,33.14023,0.15,2016 DL,0.4710794,2457400.5,2010-2016,0.2778795,23.86732,5,0.714266,2/26/16,8802,1,NA,NA,NA
12462,2457544.357,222.90553,NA,147,30.2197774,3Eh,E2016-G62,1,M-v,0.5346422,1.5107326,MPCALB,54.43834,20.2,0.3,NA,0.95299297,1,NA,1.0342234,254.00029,0.15,2016 DP,0.4772184,2457400.5,NA,0.3948916,13.31937,6,1.0226874,4/1/16,8803,1,NA,43,NA
12463,2457483.086,335.81381,NA,89,1.4227561,3Eh,E2016-H36,1,M-v,1.069643,3.4218462,MPCADO,151.45479,22.1,0.27,NA,0.29286234,1,NA,3.3654299,40.52691,0.15,2016 DZ,0.5237023,2457400.5,NA,0.8149087,13.10129,4,2.2457446,4/20/16,804,NA,NA,71,NA
12464,2457407.762,354.47696,NA,87,4.3795418,3Eh,MPO370743,1,M-v,0.9638342,1.4134288,MPCADO,337.69046,26.5,0.5,NA,0.76055958,1,NA,1.2958981,137.88736,0.15,2016 DB1,0.1891228,2457400.5,NA,0.5730586,12.90597,4,1.1886315,3/5/16,803,NA,NA,8,NA
12465,2457395.1,2.48473,NA,85,1.8757117,3Eh,MPO370743,1,M-v,0.5753906,2.747887,MPCADO,100.30754,25.3,0.34,NA,0.46014969,1,NA,2.1419283,322.08343,0.15,2016 DE1,0.653721,2457400.5,NA,0.4757678,0.45262,6,1.6616388,3/3/16,803,NA,NA,6,NA
12466,2457390.342,5.37161,NA,66,2.1575324,3Eh,E2016-G77,1,M-v,0.511035,2.5180592,MPCALB,132.59878,24.4,0.4,NA,0.52878594,1,NA,1.8639067,275.85744,0.15,2016 DF1,0.6625823,2457400.5,NA,0.4248189,1.59289,7,1.5145471,3/3/16,803,NA,NA,6,NA
12467,2457399.558,0.58728,NA,50,2.7235234,3Eh,E2016-F49,1,M-v,0.9107198,1.802631,MPCALB,336.48492,27.4,0.34,NA,0.62372072,1,NA,1.5802068,125.15556,0.15,2016 DK1,0.3287121,2457400.5,NA,0.6050422,0.76228,6,1.3566754,3/16/16,803,NA,NA,18,NA
12468,2457464.89,341.10042,NA,107,1.4240987,3Eh,MPO370744,1,M-v,0.9798163,3.5050077,MPCALB,337.79127,26.8,0.55,NA,0.29351545,1,NA,3.3579414,203.57124,0.15,2016 DL1,0.5630525,2457400.5,NA,0.7657522,1.50521,6,2.242412,3/3/16,803,NA,NA,5,NA
12469,2457496.816,315.8811,NA,76,1.8682996,3Eh,E2016-G94,1,M-v,0.777853,2.5554998,MPCALB,337.85005,26.1,0.41,NA,0.45806504,1,NA,2.1516763,253.16125,0.15,2016 DM1,0.5332909,2457400.5,NA,0.5963375,8.16497,6,1.6666764,3/3/16,803,NA,NA,6,NA
12470,2457353.992,20.8888,NA,56,1.8372452,3Eh,MPO370745,1,M-v,0.8460812,2.5312446,MPCW,154.3936,21.7,0.48,NA,0.44914818,1,NA,2.1943932,262.79527,0.15,2016 DT1,0.4989638,2457400.5,NA,0.6341226,30.46642,8,1.6886629,3/3/16,803,NA,NA,6,NA
12471,2457462.792,338.88066,NA,43,1.5243624,3Eh,MPO370746,1,M-v,1.0096073,3.0642061,MPCALB,143.98671,26.3,0.48,NA,0.3390372,1,NA,2.9070781,33.95297,0.15,2016 DU1,0.5043429,2457400.5,NA,0.7593978,1.61694,7,2.0369067,3/4/16,804,NA,NA,6,NA
12472,2457497.423,321.0373,NA,225,1.6888097,3Eh,E2016-GD9,1,M-v,0.6780778,2.9584282,MPCW,161.76036,24.8,0.47,NA,0.40199681,1,NA,2.4517798,80.56574,0.15,2016 DV1,0.6270718,2457400.5,NA,0.5516406,3.46122,3,1.818253,3/3/16,803,NA,NA,4,NA
12473,2457510.2,271.48219,NA,62,5.5154918,3Eh,MPO370746,1,M-v,0.9145121,1.3708207,MPCADO,337.61898,25.9,0.36,NA,0.80690956,1,NA,1.2214598,252.80811,0.15,2016 DW1,0.1996683,2457400.5,NA,0.5485556,13.57269,6,1.1426664,3/4/16,803,NA,NA,5,NA
12474,2457401.655,359.68581,NA,27,1.3810254,3Eh,MPO370747,1,M-v,0.6854241,4.0337043,MPCW,159.2923,29.1,0.56,NA,0.27192952,1,NA,3.6244966,282.46444,0.15,2016 DK2,0.7095124,2457400.5,NA,0.5858705,0.82079,7,2.3595642,3/1/16,803,NA,NA,3,NA
12475,2457474.511,312.93214,NA,66,2.8188347,3Eh,MPO370748,1,M-v,1.035452,1.6429818,MPCALB,340.35873,25.1,0.29,NA,0.63595689,1,NA,1.5498026,205.32714,0.15,2016 DL2,0.2268228,2457400.5,NA,0.635158,12.23371,6,1.3392169,3/13/16,804,NA,NA,14,NA
12476,2457431.89,348.67759,NA,40,1.577221,3Eh,MPO370748,1,M-v,1.0547066,2.854275,MPCADO,130.98777,25.5,0.31,NA,0.36070621,1,NA,2.7324388,10.04943,0.15,2016 DM2,0.4603676,2457400.5,NA,0.7701296,1.64089,6,1.9544908,3/18/16,804,NA,NA,19,NA
12477,2457475.22,332.03795,NA,47,1.6120944,3Eh,MPO370748,1,M-v,0.9549859,2.8592835,MPCW,161.88813,26.9,0.35,NA,0.37422433,1,NA,2.6337349,31.1618,0.15,2016 DN2,0.4992562,2457400.5,NA,0.7158842,4.47704,4,1.9071347,3/6/16,803,NA,NA,7,NA
12478,2457388.967,5.83021,NA,33,2.0530645,3Eh,MPO370748,1,M-v,0.7528022,2.3684468,MPCALB,173.84674,23.7,0.38,NA,0.50554108,1,NA,1.9496095,259.41288,0.15,2016 DO2,0.5176276,2457400.5,NA,0.5712367,1.40544,8,1.5606245,3/5/16,803,NA,NA,6,NA
12479,2457345.289,68.38065,NA,39,3.8969289,3Eh,MPO370748,1,M-v,0.6104905,1.1070057,MPCALB,160.13942,25.9,0.26,NA,1.23852675,1,NA,0.7957904,211.24913,0.15,2016 DP2,0.2890925,2457400.5,NA,0.3934893,5.77183,8,0.8587481,3/9/16,802,NA,NA,10,NA
12480,2457348.316,34.96325,NA,40,3.1229037,3Eh,MPO370749,1,M-v,0.6606151,1.9263001,MPCALB,165.16185,22.6,0.32,NA,0.67000148,1,NA,1.4710529,231.46527,0.15,2016 DQ2,0.4892642,2457400.5,NA,0.4919152,11.69983,8,1.2934576,3/10/16,803,NA,NA,11,NA
12481,2457417.443,348.14415,NA,13,3.4477043,3Eh,MPO370749,1,M-v,1.0822079,1.4308975,MPCALB,156.16346,25.6,0.23,NA,0.69973409,1,NA,1.4085461,334.07441,0.15,2016 DR2,0.1387485,2457400.5,NA,0.6161813,5.02055,6,1.2565527,3/6/16,804,NA,NA,7,NA
12482,2457551.994,291.23052,NA,54,1.8538135,3Eh,E2016-F66,1,M-v,1.0230581,2.3304447,MPCALB,336.52591,21.5,0.33,NA,0.45394273,1,NA,2.1712159,273.92406,0.15,2016 DU21,0.389857,2457400.5,NA,0.7109523,35.31477,5,1.6767514,3/28/16,804,NA,NA,29,NA
12483,2457515.015,317.96251,NA,65,1.5935043,38h,E2016-H25,1,M-v,1.1048759,2.7586419,MPCALB,158.96995,22.1,0.3,NA,0.3670918,1,NA,2.6849078,63.25985,0.15,2016 DV21,0.4280467,2457400.5,NA,0.7889072,14.41261,5,1.9317589,4/19/16,804,NA,NA,51,NA
12484,2457519.763,332.71306,NA,37,1.3023165,3Eh,E2016-H19,1,M-v,1.074597,4.2204086,MPCADO,133.34157,21.2,0.41,NA,0.22879653,1,NA,4.3077912,93.97414,0.15,2016 DW21,0.5941092,2457400.5,NA,0.8565125,15.52833,5,2.6475028,4/17/16,804,NA,NA,49,NA
12485,2457414.913,349.67936,NA,22,3.6562754,3Eh,MPO370766,1,M-v,1.0456765,1.4291259,MPCALB,155.13489,24.3,0.38,NA,0.71604165,1,NA,1.376467,331.83904,0.15,2016 DX21,0.1549414,2457400.5,NA,0.6038476,25.61923,7,1.2374012,3/6/16,804,NA,NA,6,NA
12486,2457384.095,11.10804,NA,23,3.194719,3Eh,E2016-G77,1,M-v,0.745082,1.823731,MPCALB,149.24482,25.8,0.25,NA,0.67709611,1,NA,1.4556392,279.58858,0.15,2016 DY21,0.4199017,2457400.5,NA,0.5289716,6.49759,6,1.2844065,3/10/16,803,NA,NA,10,NA
12487,2457425.385,343.51599,NA,52,3.0495148,3Eh,E2016-G05,1,M-v,1.0713375,1.5353149,MPCALB,340.11161,25.4,0.29,NA,0.66240619,1,NA,1.4879204,159.63126,0.15,2016 DZ21,0.1779974,2457400.5,NA,0.6310164,5.35425,5,1.3033262,4/1/16,804,NA,NA,32,NA
12488,2457361.146,36.40972,NA,30,16.3105571,3Eh,MPO370773,1,M-v,0.6804752,1.4056892,MPCW,329.27698,26.5,0.5,NA,0.92518012,1,NA,1.0653144,68.42808,0.15,2016 DX30,0.3476303,2457400.5,NA,0.4585145,4.08657,8,1.0430822,2/18/16,803,NA,NA,6,NA
12489,2457390.339,6.59639,NA,11,2.9296074,3Eh,MPO370773,1,M-v,0.6290435,2.0129007,MPCW,336.36399,30.5,0.43,NA,0.64917775,1,NA,1.5182401,86.61284,0.15,2016 DY30,0.5238026,2457400.5,NA,0.479269,4.1028,7,1.3209721,2/27/16,803,NA,NA,1,NA
12490,2457503.778,288.72055,NA,14,3.3360809,3Eh,E2016-F64,1,M-v,0.699903,1.8363688,MPCW,339.43858,29.9,0.44,NA,0.69016891,1,NA,1.4280674,267.98833,0.15,2016 DA31,0.4480852,2457400.5,NA,0.5067596,0.02239,8,1.2681359,2/29/16,803,NA,NA,1,NA
12491,2457397.729,1.92425,NA,148,3.383384,3Eh,MPO370774,1,M-v,0.9243517,1.6018509,MPCALB,162.64911,23.7,0.35,NA,0.6942994,1,NA,1.4195715,299.55966,0.15,2016 ED,0.2681888,2457400.5,NA,0.5861262,28.9868,6,1.2631013,3/14/16,803,NA,NA,13,NA
12492,2457405.94,357.57533,NA,34,1.8256709,3Eh,MPO370774,1,M-v,0.8932114,2.5012718,MPCALB,186.51142,25.5,0.32,NA,0.44574714,1,NA,2.2111362,279.91322,0.15,2016 EE,0.4737276,2457400.5,NA,0.6581752,2.13293,7,1.6972416,3/16/16,803,NA,NA,15,NA
12493,2457435.175,344.42859,NA,27,1.8369554,3Eh,E2016-G05,1,M-v,1.0555382,2.322212,MPCALB,149.58042,24.1,0.62,NA,0.44906353,1,NA,2.1948068,353.16014,0.15,2016 EA1,0.3750052,2457400.5,NA,0.7256852,9.45198,6,1.6888751,3/30/16,804,NA,NA,29,NA
12494,2457511.321,290.13196,NA,61,2.775199,3Eh,E2016-F44,1,M-v,0.7455724,1.9484098,MPCADO,346.54278,25.4,0.51,NA,0.6304592,1,NA,1.5633171,263.34068,0.15,2016 EB1,0.4464905,2457400.5,NA,0.5392317,11.15545,6,1.3469911,3/11/16,803,NA,NA,10,NA
12495,2457464.777,339.4002,NA,66,1.481841,3Eh,MPO370775,1,M-v,1.053563,3.1759974,MPCALB,347.12622,23,0.38,NA,0.32048391,1,NA,3.0753734,194.09022,0.15,2016 EC1,0.5018097,2457400.5,NA,0.7911256,18.96531,6,2.1147802,3/14/16,804,NA,NA,13,NA
12496,2457442.394,346.21421,NA,53,1.501211,3Eh,MPO370775,1,M-v,0.9948285,3.1608707,MPCALB,159.72611,25.8,0.47,NA,0.32906593,1,NA,2.9951678,352.95929,0.15,2016 ED1,0.5212221,2457400.5,NA,0.7566775,10.69861,6,2.0778496,3/6/16,803,NA,NA,5,NA
12497,2457409.392,357.38767,NA,43,1.4246537,3Eh,MPO370776,1,M-v,0.8097839,3.6722959,MPCALB,151.99373,24.5,0.4,NA,0.29378504,1,NA,3.3548599,309.84319,0.15,2016 EE1,0.6386571,2457400.5,NA,0.663479,7.52602,7,2.2410399,3/13/16,803,NA,NA,11,NA
12498,2457374.262,16.48852,NA,24,2.7594015,3Eh,MPO370776,1,M-v,0.9393196,1.7604702,MPCALB,159.77203,24.3,0.28,NA,0.62842601,1,NA,1.5683751,280.6297,0.15,2016 EF1,0.3041535,2457400.5,NA,0.6125085,14.82624,7,1.3498949,3/6/16,803,NA,NA,7,NA
12499,2457508.965,278.0381,NA,21,4.2861509,3Eh,MPO370776,1,M-v,0.812897,1.5746392,MPCW,344.61618,29.1,0.65,NA,0.75565596,1,NA,1.3043074,255.69731,0.15,2016 EG1,0.3190495,2457400.5,NA,0.5361257,14.75904,7,1.1937681,3/4/16,803,NA,NA,2,NA
12500,2457352.344,57.22791,NA,94,4.8604213,3Eh,E2016-GH3,1,M-v,0.6708811,1.0945877,MPCALB,153.85574,22.6,0.24,NA,1.18839011,1,NA,0.8293638,231.4221,0.15,2016 EH1,0.2399967,2457400.5,NA,0.4159451,14.00607,6,0.8827344,4/13/16,802,NA,NA,49,NA
12501,2457494.051,332.47149,NA,33,1.4256352,3Eh,MPO370776,1,M-v,0.7231019,3.7541401,MPCW,343.44929,29.1,0.48,NA,0.29426135,1,NA,3.3494296,250.80126,0.15,2016 EK1,0.6769878,2457400.5,NA,0.6063165,6.57223,5,2.238621,3/3/16,803,NA,NA,1,NA
12502,2457499.418,320.16226,NA,27,1.6909445,3Eh,MPO370777,1,M-v,0.6150973,3.0169719,MPCW,165.13955,27.8,0.5,NA,0.40273364,1,NA,2.4472942,86.40213,0.15,2016 EL1,0.6612965,2457400.5,NA,0.5109295,3.76734,6,1.8160346,3/3/16,803,NA,NA,1,NA
12503,2457594.268,249.36878,NA,38,2.3768982,38h,E2016-GB5,1,M-v,1.2835012,1.5945764,MPCALB,193.04791,21.2,0.33,NA,0.57094637,1,NA,1.7262701,55.83526,0.15,2016 EN1,0.1080844,2457400.5,NA,0.7111138,14.58268,4,1.4390388,4/8/16,804,NA,NA,38,NA
12504,2457456.287,347.15577,NA,45,1.3048016,38h,E2016-F64,1,M-v,1.1130823,4.1598013,MPCALB,146.48376,23.7,0.37,NA,0.23023789,1,NA,4.2808231,16.86119,0.15,2016 EO1,0.5778089,2457400.5,NA,0.8781156,1.64467,6,2.6364418,3/28/16,804,NA,NA,26,NA
12505,2457397.467,1.6932,NA,199,2.3062964,3Eh,E2016-GF5,1,M-v,0.8120484,2.1094944,MPCALB,359.85034,22.2,0.41,NA,0.55825251,1,NA,1.765523,89.77737,0.15,2016 EP1,0.4440962,2457400.5,NA,0.586338,10.62961,5,1.4607714,4/13/16,803,NA,NA,42,NA
12506,2457488.513,313.74424,NA,68,2.1423853,3Eh,E2016-F49,1,M-v,0.9984389,2.0430529,MPCALB,328.98767,26.3,0.33,NA,0.52555612,1,NA,1.8753614,234.64003,0.15,2016 EQ1,0.3434545,2457400.5,NA,0.6706786,0.41479,6,1.5207459,3/21/16,803,NA,NA,19,NA
12507,2457501.304,328.23695,NA,33,1.4699335,3Eh,MPO370778,1,M-v,0.6726092,3.6050304,MPCALB,99.00466,23.5,0.48,NA,0.31509593,1,NA,3.1279607,148.432,0.15,2016 ER1,0.6855232,2457400.5,NA,0.5668492,4.02649,8,2.1388198,3/7/16,803,NA,NA,5,NA
12508,2457442.442,345.12817,NA,69,1.5619063,3Eh,E2016-G28,1,M-v,1.0610003,2.8928847,MPCALB,358.71647,24.2,0.34,NA,0.354579,1,NA,2.779656,153.54993,0.15,2016 ES1,0.4633125,2457400.5,NA,0.7762875,11.48979,5,1.9769425,4/1/16,804,NA,NA,29,NA
12509,2457385.611,13.16067,NA,38,9.6943052,3Eh,MPO370778,1,M-v,0.8970964,1.2534618,MPCW,162.28915,28.9,0.4,NA,0.88393895,1,NA,1.1150178,285.04215,0.15,2016 ET1,0.1657083,2457400.5,NA,0.5228764,6.25647,6,1.0752791,3/4/16,803,NA,NA,1,NA
12510,2457398.531,0.50171,NA,21,1.3486389,3Eh,MPO370778,1,M-v,0.706543,4.2219014,MPCADO,190.93037,24,0.38,NA,0.25479111,1,NA,3.8682969,246.75778,0.15,2016 EV1,0.7132795,2457400.5,NA,0.6052528,5.14126,7,2.4642222,3/15/16,803,NA,NA,13,NA
12511,2457530.093,239.1836,NA,78,18.4812754,3Eh,E2016-F44,1,M-v,0.759785,1.3157778,MPCADO,164.45278,25.2,0.42,NA,0.93227756,1,NA,1.0572041,103.14184,0.15,2016 EW1,0.2678757,2457400.5,NA,0.4816565,18.91572,6,1.0377814,3/11/16,803,NA,NA,8,NA
12512,2457504.435,333.11758,NA,86,1.3557928,3Eh,E2016-GD0,1,M-v,0.9870153,3.8923211,MPCALB,67.35803,22.5,0.34,NA,0.25864729,1,NA,3.8106244,156.83583,0.15,2016 EZ26,0.5954305,2457400.5,NA,0.7873572,6.81434,5,2.4396682,3/28/16,803,NA,NA,43,NA
12513,2457524.298,314.84102,NA,68,1.5875672,3Eh,E2016-G62,1,M-v,1.0654228,2.8144104,MPCALB,160.26314,20.8,0.34,NA,0.36477871,1,NA,2.7019331,73.90074,0.15,2016 EA27,0.4507894,2457400.5,NA,0.772852,32.27392,6,1.9399166,3/27/16,804,NA,NA,25,NA
12514,2457525.778,211.034,NA,75,4.8438342,3Eh,E2016-F44,1,M-v,0.4101156,1.3546658,MPCADO,343.7053,22.9,0.4,NA,1.18908445,1,NA,0.8288795,320.21202,0.15,2016 EB27,0.5352222,2457400.5,NA,0.3148093,34.65524,8,0.8823907,3/13/16,802,NA,NA,10,NA
12515,2457475.485,332.89647,NA,38,1.5791074,38h,E2016-G77,1,M-v,1.1747498,2.7288476,MPCALB,337.39261,22.2,0.33,NA,0.36145275,1,NA,2.7267953,199.46014,0.15,2016 EC27,0.3981194,2457400.5,NA,0.8212202,2.33763,5,1.9517987,4/4/16,804,NA,NA,32,NA
12516,2457384.56,6.62738,NA,17,1.729624,3Eh,MPO370791,1,M-v,0.8448218,2.7109324,MPCW,353.11303,23.9,0.45,NA,0.41576841,1,NA,2.370569,87.67651,0.15,2016 ED27,0.5248143,2457400.5,NA,0.6440982,14.41818,8,1.7778771,3/5/16,803,NA,NA,2,NA
12517,2457395.135,1.24204,NA,16,1.3070282,3Eh,MPO370791,1,M-v,0.5645005,4.6888269,MPCW,134.92919,23.9,0.38,NA,0.23152472,1,NA,4.25703,288.6849,0.15,2016 EE27,0.7850884,2457400.5,NA,0.5038416,3.9729,7,2.6266637,3/5/16,803,NA,NA,2,NA
12518,2457486.36,325.72933,NA,21,1.6806065,38h,E2016-H33,1,M-v,1.1273104,2.5264772,MPCALB,138.93298,23.2,0.23,NA,0.39914814,1,NA,2.4692778,59.87558,0.15,2016 EF27,0.382936,2457400.5,NA,0.7794991,8.53331,5,1.8268938,4/19/16,804,NA,NA,47,NA
