,Tp,M,Name,Num_obs,Synodic_period,Perturbers_2,Ref,NEO_flag,Perturbers,Perihelion_dist,Aphelion_dist,Computer,Node,H,rms,Number,n,Num_opps,One_km_NEO_flag,Orbital_period,Peri,G,Principal_desig,e,Epoch,Arc_years,Semilatus_rectum,i,U,a,Last_obs,Hex_flags,PHA_flag,Critical_list_numbered_object_flag,Arc_length,One_opposition_object_flag
12519,2457312.48,133.0121,NA,91,1.8754138,3Eh,E2016-G62,1,M-v,0.4494741,1.0546875,MPCALB,337.4922,25.2,0.37,NA,1.5111492,1,NA,0.652224,353.56588,0.15,2016 EJ27,0.4023593,2457400.5,NA,0.3151621,3.53723,7,0.7520808,3/15/16,802,NA,NA,12,NA
12520,2457522.088,311.37168,NA,119,1.6828858,3Eh,E2016-H36,1,M-v,0.960451,2.6884972,MPCALB,212.07313,22.2,0.36,NA,0.39994246,1,NA,2.4643736,31.10287,0.15,2016 EK27,0.4735738,2457400.5,NA,0.7076477,7.09741,4,1.8244741,4/21/16,803,NA,NA,49,NA
12521,2457260.755,167.42987,NA,28,4.6381365,3Eh,E2016-F44,1,M-v,0.6764021,1.0795067,MPCADO,166.62864,26.1,0.38,NA,1.19810854,1,NA,0.8226364,145.63426,0.15,2016 EL27,0.2295704,2457400.5,NA,0.415842,15.60597,7,0.8779544,3/14/16,802,NA,NA,11,NA
12522,2457502.911,282.10001,NA,26,4.381549,3Eh,E2016-F49,1,M-v,1.0904537,1.2865945,MPCALB,159.72663,23.3,0.45,NA,0.7606626,1,NA,1.2957225,51.11782,0.15,2016 EM27,0.0825144,2457400.5,NA,0.5902159,26.06519,7,1.1885241,3/14/16,804,NA,NA,11,NA
12523,2457512.348,335.09857,NA,211,1.2918028,3Eh,E2016-GD0,1,M-v,0.9521127,4.4401107,MPCALB,188.94628,23.4,0.36,NA,0.22263696,1,NA,4.4269725,44.30773,0.15,2016 EV27,0.6468571,2457400.5,NA,0.7839968,8.88658,4,2.6961117,4/10/16,803,NA,NA,40,NA
12524,2457362.379,15.71241,NA,27,1.7187911,38h,MPO370792,1,M-v,1.1893958,2.3869838,MPCALB,158.48634,22.2,0.34,NA,0.41217691,1,NA,2.3912249,293.28091,0.15,2016 EW27,0.3348604,2457400.5,NA,0.7938387,31.66708,7,1.7881898,3/17/16,804,NA,NA,15,NA
12525,2457562.134,309.52172,NA,17,1.4638298,3Eh,E2016-F64,1,M-v,0.5529886,3.750143,MPCALB,237.20297,20.1,0.26,NA,0.3123001,1,NA,3.1559633,38.02477,0.15,2016 EX27,0.7429832,2457400.5,NA,0.4819249,11.66795,4,2.1515658,3/28/16,803,NA,NA,48,NA
12526,2457616.598,208.31654,NA,27,3.4742637,3Eh,E2016-GF1,1,M-v,0.7898003,1.7180861,MPCADO,321.07076,20.5,0.24,NA,0.70191948,1,NA,1.4041606,353.56157,0.15,2016 EY27,0.3701467,2457400.5,NA,0.5410711,23.6922,4,1.2539432,4/12/16,803,NA,NA,59,NA
12527,2457602.695,241.55727,NA,45,2.4651025,3Eh,E2016-H25,1,M-v,0.6778151,2.1514565,MPCALB,316.32057,19.5,0.28,NA,0.58578348,1,NA,1.6825461,354.31105,0.15,2016 EZ27,0.5208554,2457400.5,NA,0.5154294,23.48596,4,1.4146358,4/10/16,803,NA,NA,56,NA
12528,2457635.283,252.8073,NA,27,1.8629903,38h,E2016-F78,1,M-v,1.261297,2.0793694,MPCALB,178.63523,20.4,0.22,NA,0.45656161,1,NA,2.1587615,90.79018,0.15,2016 EA28,0.244883,2457400.5,NA,0.7850836,27.05123,4,1.6703332,3/30/16,804,NA,NA,47,NA
12529,2457521.235,269.93929,NA,18,4.1123536,3Eh,MPO370793,1,M-v,0.9633678,1.4448606,MPCALB,328.41611,24.9,0.36,NA,0.74593766,1,NA,1.3213002,266.13936,0.15,2016 EC28,0.1999365,2457400.5,NA,0.5779901,6.36526,7,1.2041142,3/16/16,803,NA,NA,12,NA
12530,2457498.898,334.37865,NA,58,1.3590424,3Eh,E2016-G77,1,M-v,0.99091,3.8666874,MPCW,185.27379,22.8,0.45,NA,0.2603855,1,NA,3.7851865,35.1523,0.15,2016 ED28,0.5920164,2457400.5,NA,0.7887725,9.07798,6,2.4287987,4/4/16,803,NA,NA,31,NA
12531,2457399.554,0.8008,NA,22,7.1063682,3Eh,MPO370793,1,M-v,0.9638591,1.2489289,MPCALB,342.07006,26.8,0.39,NA,0.84691403,1,NA,1.1637635,126.8819,0.15,2016 EE28,0.1288283,2457400.5,NA,0.5440157,5.90216,6,1.106394,3/14/16,803,NA,NA,10,NA
12532,2457399.866,0.24416,NA,218,1.6410543,3Eh,E2016-GF5,1,M-v,0.6404738,3.102201,MPCALB,144.23608,21.7,0.32,NA,0.38501348,1,NA,2.5599303,291.76697,0.15,2016 EF28,0.6577454,2457400.5,NA,0.5308713,5.16432,5,1.8713374,4/13/16,8803,1,NA,40,NA
12533,2457407.161,357.2842,NA,40,1.7055411,3Eh,E2016-F78,1,M-v,0.775605,2.8267782,MPCADO,344.76176,28,0.29,NA,0.40772206,1,NA,2.4173519,111.68592,0.15,2016 EG28,0.5693934,2457400.5,NA,0.6086147,7.99666,5,1.8011916,3/16/16,803,NA,NA,11,NA
12534,2457529.067,330.49294,NA,68,1.3035418,38h,E2016-H25,1,M-v,1.2749783,4.0090801,MPCALB,207.97725,20.7,0.28,NA,0.2295079,1,NA,4.2944388,16.53819,0.15,2016 EM28,0.5174246,2457400.5,NA,0.9673417,14.90871,4,2.6420292,4/16/16,804,NA,NA,64,NA
12535,2457401.85,359.06595,NA,33,3.3541337,3Eh,E2016-F61,1,M-v,0.8878865,1.6444971,MPCALB,159.58112,29.2,0.34,NA,0.69175898,1,NA,1.4247847,303.02672,0.15,2016 EO28,0.2987741,2457400.5,NA,0.576582,2.45328,6,1.2661918,3/16/16,803,NA,NA,14,NA
12536,2457474.319,312.53824,NA,27,2.8763113,3Eh,E2016-GH3,1,M-v,1.0685591,1.5904347,MPCALB,167.12891,24.9,0.41,NA,0.6429439,1,NA,1.5329606,16.93744,0.15,2016 ER28,0.1962681,2457400.5,NA,0.6391416,6.69318,5,1.3294969,4/14/16,804,NA,NA,40,NA
12537,2457383.505,9.34888,NA,24,2.2630892,3Eh,MPO370795,1,M-v,0.502371,2.4479896,MPCW,176.26365,22.5,0.43,NA,0.55009339,1,NA,1.7917097,233.84307,0.15,2016 ES28,0.6594511,2457400.5,NA,0.4168301,24.96244,8,1.4751803,3/15/16,803,NA,NA,12,NA
12538,2457372.589,6.10918,NA,14,1.2854805,3Eh,MPO370795,1,M-v,1.0985185,4.3551579,MPCALB,11.7379,21.8,0.18,NA,0.21888451,1,NA,4.5028663,84.31318,0.15,2016 ET28,0.5971457,2457400.5,NA,0.877247,19.76448,6,2.7268382,3/18/16,804,NA,NA,15,NA
12539,2457497.756,324.3894,NA,24,1.5910946,3Eh,MPO370795,1,M-v,0.8368936,3.0332106,MPCW,173.74833,25.9,0.39,NA,0.36615509,1,NA,2.6917765,51.87855,0.15,2016 EU28,0.5675085,2457400.5,NA,0.6559189,5.7342,6,1.9350521,3/11/16,803,NA,NA,5,NA
12540,2457501.032,323.75375,NA,61,1.5768131,3Eh,MPO370795,1,M-v,0.450001,3.4601488,MPCW,166.46089,28.5,0.6,NA,0.36054459,1,NA,2.7336638,106.27739,0.15,2016 EV28,0.7698293,2457400.5,NA,0.3982124,2.3994,4,1.9550749,3/8/16,803,NA,NA,1,NA
12541,2457405.247,357.59902,NA,22,2.05421,3Eh,E2016-F66,1,M-v,0.984029,2.1361186,MPCALB,168.2376,23.3,0.4,NA,0.50580876,1,NA,1.9485776,300.76784,0.15,2016 EG55,0.369242,2457400.5,NA,0.6736869,27.32969,6,1.5600738,3/28/16,803,NA,NA,22,NA
12542,2457401.876,359.46056,NA,17,1.6607116,3Eh,MPO370800,1,M-v,0.822574,2.8747274,MPCALB,162.8183,24.6,0.23,NA,0.39212251,1,NA,2.5135197,291.07371,0.15,2016 EH55,0.5550409,2457400.5,NA,0.6395681,1.09572,7,1.8486507,3/10/16,803,NA,NA,4,NA
12543,2457387.122,10.49334,NA,67,4.8977559,3Eh,E2016-G62,1,M-v,0.8716247,1.4572797,MPCALB,344.32815,24.6,0.3,NA,0.7843711,1,NA,1.2565579,102.93905,0.15,2016 EJ55,0.2514723,2457400.5,NA,0.5454071,7.16362,6,1.1644522,3/28/16,803,NA,NA,21,NA
12544,2457421.371,346.92929,NA,98,2.7427172,3Eh,E2016-F70,1,M-v,0.9757913,1.7302395,MPCALB,166.35357,25.1,0.46,NA,0.62625321,1,NA,1.5738166,323.54992,0.15,2016 EO55,0.2788025,2457400.5,NA,0.6239222,9.96949,6,1.3530154,3/29/16,803,NA,NA,22,NA
12545,2457414.82,352.55927,NA,44,2.115012,3Eh,E2016-G05,1,M-v,0.982404,2.0822788,MPCALB,349.97878,24.7,0.38,NA,0.51960193,1,NA,1.8968514,131.54842,0.15,2016 EP55,0.358887,2457400.5,NA,0.667488,15.52865,6,1.5323414,4/1/16,803,NA,NA,25,NA
12546,2457481.352,337.15148,NA,40,1.4019779,38h,E2016-G05,1,M-v,1.2198861,3.3797415,MPCALB,191.72495,22.6,0.29,NA,0.28259539,1,NA,3.4876991,355.11589,0.15,2016 EG56,0.4695718,2457400.5,NA,0.8963551,6.33654,5,2.2998138,4/1/16,804,NA,NA,28,NA
12547,2457540.386,276.01269,NA,40,2.5586351,3Eh,E2016-F50,1,M-v,0.7583725,2.0247945,MPCALB,168.65721,21.6,0.39,NA,0.60039926,1,NA,1.641587,95.09847,0.15,2016 EJ56,0.4550291,2457400.5,NA,0.551727,28.40108,6,1.3915835,3/25/16,8803,1,NA,19,NA
12548,2457526.925,316.44763,NA,29,1.5373319,3Eh,E2016-F64,1,M-v,0.9159803,3.1147155,MPCALB,133.12208,22.9,0.25,NA,0.34449191,1,NA,2.8610473,108.31016,0.15,2016 EK56,0.5454977,2457400.5,NA,0.7078227,0.88877,7,2.0153479,3/28/16,803,NA,NA,22,NA
12549,2457406.361,358.00485,NA,73,1.527579,3Eh,E2016-G94,1,M-v,0.2953719,3.7675715,MPCALB,335.32175,21.1,0.29,NA,0.34039871,1,NA,2.8954506,69.50163,0.15,2016 EL56,0.854602,2457400.5,NA,0.2738987,11.40203,6,2.0314717,4/5/16,8803,1,NA,30,NA
12550,2457385.641,14.91576,NA,25,54.173014,3Eh,MPO370802,1,M-v,0.3484226,1.6273374,MPCW,163.09228,23,0.26,NA,1.0038013,1,NA,0.9818752,222.6185,0.15,2016 EO56,0.6473027,2457400.5,NA,0.2869788,43.09829,8,0.98788,3/9/16,802,NA,NA,8,NA
12551,2457400.242,0.12772,NA,10,2.0119064,3Eh,MPO370802,1,M-v,0.4543516,2.7079864,MPCALB,327.33577,24.5,0.36,NA,0.49572024,1,NA,1.9882337,83.4942,0.15,2016 EP56,0.7126483,2457400.5,NA,0.3890722,6.58863,9,1.581169,3/10/16,803,NA,NA,4,NA
12552,2457564.527,265.80179,NA,34,2.3961812,3Eh,E2016-F78,1,M-v,0.7324306,2.1344872,MPCALB,314.32652,21.4,0.38,NA,0.57428333,1,NA,1.7162394,333.8696,0.15,2016 EK84,0.4890467,2457400.5,NA,0.5453117,14.1368,6,1.4334589,3/31/16,803,NA,NA,29,NA
12553,2457187.49,118.97642,NA,24,2.3078918,3Eh,E2016-G62,1,M-v,0.8066881,2.1138245,MPCADO,50.03722,19.4,0.3,NA,0.55854793,1,NA,1.7645893,312.22293,0.15,2016 EL84,0.4475709,2457400.5,NA,0.5838691,15.00361,6,1.4602563,4/3/16,803,NA,NA,31,NA
12554,2457419.409,356.32768,NA,23,1.2454063,38h,E2016-F66,1,M-v,1.1333396,4.7729344,MPCALB,15.68225,23.3,0.25,NA,0.19421317,1,NA,5.0748755,118.85161,0.15,2016 EM84,0.6162252,2457400.5,NA,0.915866,7.18442,5,2.953137,3/28/16,804,NA,NA,25,NA
12555,2457536.562,310.01832,NA,25,1.5941592,3Eh,E2016-F78,1,M-v,1.0380134,2.8237226,MPCALB,52.68547,20,0.43,NA,0.36734591,1,NA,2.6830507,212.20052,0.15,2016 EN84,0.462411,2457400.5,NA,0.7590011,12.19855,6,1.930868,3/31/16,804,NA,NA,26,NA
12556,2457367.3,43.067,NA,51,3.1629529,3Eh,E2016-H25,1,M-v,0.3765202,1.2887734,MPCALB,350.19708,22.3,0.38,NA,1.29721765,1,NA,0.7597859,29.78368,0.15,2016 EO84,0.5478032,2457400.5,NA,0.2913896,12.07431,6,0.8326468,4/14/16,802,NA,NA,39,NA
12557,2457412.361,350.91027,NA,50,4.494816,3Eh,E2016-H03,1,M-v,0.9823633,1.3829485,MPCADO,291.69961,27.4,0.3,NA,0.76633116,1,NA,1.2861381,189.99228,0.15,2016 EP84,0.1693583,2457400.5,NA,0.5743673,0.89353,4,1.1826559,4/12/16,803,NA,NA,36,NA
12558,2457530.368,281.83159,NA,30,2.5686824,3Eh,E2016-F61,1,M-v,0.6700539,2.1084665,MPCALB,18.12276,24.1,0.84,NA,0.60190599,1,NA,1.6374777,254.79345,0.15,2016 EQ84,0.5176901,2457400.5,NA,0.5084671,6.33839,7,1.3892602,3/26/16,803,NA,NA,19,NA
12559,2457391.613,2.59589,NA,79,1.4212035,3Eh,E2016-H25,1,M-v,0.601328,3.8979158,MPCALB,22.73555,20.4,0.26,NA,0.29210552,1,NA,3.3741493,59.16255,0.15,2016 ES84,0.7326982,2457400.5,NA,0.52096,16.68914,5,2.2496219,4/17/16,803,NA,NA,45,NA
12560,2457332.868,75.29912,NA,92,7.7151428,3Eh,MPO370839,1,M-v,0.8272264,1.0166974,MPCADO,171.77056,29,0.41,NA,1.11335744,1,NA,0.8852572,212.01891,0.15,2016 EU84,0.1027542,2457400.5,NA,0.4561137,2.57434,5,0.9219619,3/14/16,802,NA,NA,4,NA
12561,2457331.295,84.70036,NA,88,4.1361564,3Eh,MPO370840,1,M-v,0.7107318,1.0204226,MPCALB,351.43154,26.8,0.43,NA,1.22389842,1,NA,0.8053019,16.38305,0.15,2016 EV84,0.1788927,2457400.5,NA,0.4189382,13.57305,6,0.8655772,3/16/16,802,NA,NA,6,NA
12562,2457593.681,245.2817,NA,19,2.5157789,38h,E2016-GD9,1,M-v,1.1376902,1.6659422,MPCALB,319.87837,21.6,0.31,NA,0.5938373,1,NA,1.6597268,301.10048,0.15,2016 EB85,0.188417,2457400.5,NA,0.6760252,17.13463,5,1.4018162,4/11/16,804,NA,NA,38,NA
12563,2457259.943,30.82596,NA,28,1.2861986,3Eh,E2016-H25,1,M-v,0.9583346,4.4882432,MPCALB,234.09501,18.3,0.38,NA,0.21931255,1,NA,4.4940777,182.36974,0.15,2016 EC85,0.6480966,2457400.5,NA,0.789714,16.75644,4,2.7232889,4/5/16,8803,1,NA,85,NA
12564,2457263.124,25.90426,NA,36,1.2365794,3Eh,E2016-H25,1,M-v,0.9415438,5.0821104,MPCALB,3.70083,17.7,0.37,NA,0.18856411,1,1,5.2269104,67.09792,0.15,2016 ED85,0.6873845,2457400.5,NA,0.7943732,8.83601,5,3.0118271,4/17/16,1803,NA,NA,44,NA
12565,2457320.386,84.51254,NA,29,14.224158,3Eh,E2016-H25,1,M-v,0.6804579,1.2309741,MPCALB,8.12917,22.9,0.24,NA,1.05489883,1,NA,0.9343149,12.25089,0.15,2016 EE85,0.2880124,2457400.5,NA,0.4382191,12.38844,6,0.955716,4/10/16,802,NA,NA,35,NA
12566,2457500.994,308.45137,NA,30,2.0852601,3Eh,E2016-H19,1,M-v,1.056516,2.0345926,MPCALB,0.23367,25,0.34,NA,0.51295311,1,NA,1.9214381,211.16003,0.15,2016 EF85,0.3164161,2457400.5,NA,0.6954074,8.33455,5,1.5455543,4/9/16,804,NA,NA,33,NA
12567,2457417.111,353.8078,NA,28,1.6082741,3Eh,MPO370841,1,M-v,0.8934499,2.9307197,MPCALB,167.93425,26.8,0.33,NA,0.37277207,1,NA,2.6439956,308.99308,0.15,2016 EG85,0.5327352,2457400.5,NA,0.6847111,5.276,7,1.9120848,3/17/16,803,NA,NA,7,NA
12568,2457469.316,335.60923,NA,28,1.561544,3Eh,MPO370841,1,M-v,1.0293811,2.9255929,MPCALB,351.57151,27.2,0.45,NA,0.35443257,1,NA,2.7808045,191.72882,0.15,2016 EH85,0.4794499,2457400.5,NA,0.7614588,6.04581,7,1.977487,3/15/16,804,NA,NA,5,NA
12569,2457416.512,350.248,NA,75,2.6174384,3Eh,E2016-G05,1,M-v,0.9208264,1.8359136,MPCALB,170.2408,25.7,0.38,NA,0.60905339,1,NA,1.6182616,310.52752,0.15,2016 EJ85,0.3319454,2457400.5,NA,0.6132453,6.47315,6,1.37837,3/28/16,803,NA,NA,18,NA
12570,2457410.199,357.54957,NA,72,1.3446789,3Eh,E2016-F66,1,M-v,0.7546721,4.2017227,MPCALB,155.27991,25.9,0.28,NA,0.2526389,1,NA,3.9012506,301.58108,0.15,2016 EK85,0.6954754,2457400.5,NA,0.639764,1.53114,6,2.4781974,3/16/16,803,NA,NA,7,NA
12571,2457610.607,311.47224,NA,32,1.3060612,38h,E2016-F78,1,M-v,1.211454,4.0503358,MPCALB,212.77951,18.9,0.27,NA,0.2309664,1,NA,4.2673204,31.09838,0.15,2016 EO85,0.5395278,2457400.5,NA,0.9325335,17.03804,5,2.6308949,3/31/16,804,NA,NA,25,NA
12572,2457467.411,336.08484,NA,33,1.5689604,38h,E2016-H25,1,M-v,1.2906477,2.6422861,MPCALB,73.0851,21.8,0.36,NA,0.3574161,1,NA,2.7575917,115.77044,0.15,2016 EP85,0.3436718,2457400.5,NA,0.8671034,1.67584,5,1.9664669,4/17/16,804,NA,NA,42,NA
12573,2457373.236,24.80709,NA,20,13.0146396,3Eh,MPO370842,1,M-v,0.8402795,1.2692111,MPCW,169.3468,27.6,0.47,NA,0.90987694,1,NA,1.0832318,260.28864,0.15,2016 EQ85,0.2033342,2457400.5,NA,0.5055685,7.29121,7,1.0547453,3/12/16,803,NA,NA,2,NA
12574,2457459.946,339.78642,NA,17,1.5267109,3Eh,MPO370842,1,M-v,1.0319233,3.0339421,MPCALB,168.49421,27.8,0.43,NA,0.34003184,1,NA,2.8985747,3.8962,0.15,2016 ER85,0.4923967,2457400.5,NA,0.7700195,7.60457,7,2.0329327,3/17/16,804,NA,NA,7,NA
12575,2457568.386,185.48272,NA,30,18.289133,3Eh,MPO370842,1,M-v,0.8795007,1.0507643,MPCALB,168.03494,29.7,0.5,NA,1.03949793,1,NA,0.9481573,125.64817,0.15,2016 ES85,0.0887254,2457400.5,NA,0.4787674,2.5507,6,0.9651325,3/17/16,802,NA,NA,7,NA
12576,2457427.634,341.1159,NA,20,3.4026306,3Eh,E2016-F66,1,M-v,1.0256897,1.4965239,MPCALB,148.26678,25.6,0.24,NA,0.69594716,1,NA,1.4162105,348.58835,0.15,2016 ET85,0.186675,2457400.5,NA,0.6085802,4.82407,7,1.2611068,3/28/16,804,NA,NA,18,NA
12577,2457226.615,68.18315,NA,38,1.6606925,3Eh,E2016-GB5,1,M-v,0.9577057,2.7396385,MPCALB,359.46977,19.2,0.22,NA,0.39211572,1,NA,2.5135633,23.40907,0.15,2016 EU85,0.4819494,2457400.5,NA,0.7096357,2.59979,4,1.8486721,3/31/16,8803,1,NA,78,NA
12578,2457525.158,259.75743,NA,86,5.4313097,3Eh,MPO370843,1,M-v,0.6772313,1.6133461,MPCW,352.28121,27.6,0.64,NA,0.80413986,1,NA,1.2256669,279.61674,0.15,2016 EW85,0.4086807,2457400.5,NA,0.4770013,2.74085,6,1.1452887,3/16/16,803,NA,NA,5,NA
12579,2457353.535,28.36207,NA,27,2.5821089,3Eh,E2016-H03,1,M-v,0.99946,1.7729372,MPCALB,175.31682,21.4,0.24,NA,0.60390119,1,NA,1.6320678,279.7062,0.15,2016 EC86,0.2789922,2457400.5,NA,0.6391508,21.4476,4,1.3861986,4/15/16,803,NA,NA,42,NA
12580,2457422.138,345.92358,NA,26,2.9414119,3Eh,E2016-G35,1,M-v,0.9974381,1.6408493,MPCALB,156.74407,25.3,0.27,NA,0.65052791,1,NA,1.5150891,338.43125,0.15,2016 ED86,0.2438746,2457400.5,NA,0.6203439,6.20111,5,1.3191437,4/3/16,803,NA,NA,29,NA
12581,2457430.111,347.3312,NA,26,1.7670434,38h,E2016-GH3,1,M-v,1.1336916,2.3548844,MPCALB,4.09641,22,0.25,NA,0.42783547,1,NA,2.3037073,153.85845,0.15,2016 EE86,0.3500548,2457400.5,NA,0.7652729,8.77239,4,1.744288,4/14/16,804,NA,NA,38,NA
12582,2457499.373,305.38116,NA,44,2.2752067,3Eh,E2016-F49,1,M-v,0.9811508,1.9609452,MPCW,2.08059,25.1,0.51,NA,0.55241291,1,NA,1.7841866,215.64796,0.15,2016 EF86,0.333026,2457400.5,NA,0.6539497,1.25203,7,1.471048,3/21/16,803,NA,NA,11,NA
12583,2457396.925,1.15391,NA,26,1.4870468,3Eh,E2016-F78,1,M-v,0.726579,3.4826184,MPCALB,333.18611,24.7,0.35,NA,0.32281234,1,NA,3.0531908,110.37683,0.15,2016 EG86,0.654766,2457400.5,NA,0.6011591,1.38319,7,2.1045987,3/16/16,803,NA,NA,5,NA
12584,2457511.841,330.44139,NA,74,1.3686518,38h,E2016-H33,1,M-v,1.2599517,3.5353329,MPCALB,165.09086,20.6,0.27,NA,0.26547735,1,NA,3.7125866,62.75824,0.15,2016 EP86,0.4745039,2457400.5,NA,0.9289018,4.83639,4,2.3976423,4/18/16,804,NA,NA,43,NA
12585,2457474.887,337.63722,NA,59,1.4388889,38h,E2016-H25,1,M-v,1.2556598,3.1581314,MPCALB,356.26243,22,0.34,NA,0.30062936,1,NA,3.2784811,185.37341,0.15,2016 ER155,0.4310289,2457400.5,NA,0.8984427,26.15996,5,2.2068956,4/10/16,804,NA,NA,31,NA
12586,2457515.94,293.56181,NA,82,2.4034065,3Eh,E2016-F44,1,M-v,0.4939041,2.3689057,MPCALB,352.56449,24.3,0.28,NA,0.57551988,1,NA,1.7125519,290.25834,0.15,2016 ES155,0.6549515,2457400.5,NA,0.4086937,8.08709,7,1.4314049,3/18/16,803,NA,NA,6,NA
12587,2457376.761,20.23944,NA,30,7.4090478,3Eh,E2016-F78,1,M-v,0.7196488,1.4833246,MPCADO,154.84546,23.9,0.27,NA,0.85258004,1,NA,1.1560294,268.27652,0.15,2016 EU155,0.3466568,2457400.5,NA,0.48456,8.14177,7,1.1014867,3/30/16,803,NA,NA,18,NA
12588,2457522.81,308.85476,NA,17,1.7369148,3Eh,MPO370895,1,M-v,1.0693777,2.4728039,MPCALB,25.53281,21.2,0.32,NA,0.41816032,1,NA,2.357009,225.64016,0.15,2016 EB156,0.3962039,2457400.5,NA,0.7465347,7.65855,7,1.7710908,3/19/16,804,NA,NA,15,NA
12589,2457371.302,34.33555,NA,36,5.1779804,3Eh,E2016-GD0,1,M-v,0.4959947,1.2818995,MPCADO,327.37536,23.4,0.29,NA,1.17595357,1,NA,0.8381348,59.73085,0.15,2016 ED156,0.4420425,2457400.5,NA,0.3576227,7.21635,6,0.8889471,4/9/16,802,NA,NA,28,NA
12590,2457574.128,318.58464,NA,165,1.3192817,3Eh,E2016-H33,1,M-v,0.486905,4.6630768,MPCADO,134.19306,17.8,0.31,NA,0.23852864,1,1,4.1320308,175.58336,0.15,2016 EE156,0.81091,2457400.5,NA,0.4408706,28.90339,4,2.5749909,4/19/16,1803,NA,NA,51,NA
12591,2457532.359,219.85674,NA,84,12.7632281,3Eh,MPO370896,1,M-v,0.5231244,1.3787864,MPCALB,354.85979,24.7,0.42,NA,1.06283019,1,NA,0.9273426,305.05999,0.15,2016 EF156,0.449896,2457400.5,NA,0.379238,22.08817,7,0.9509554,3/17/16,802,NA,NA,9,NA
12592,2457412.917,356.53946,NA,30,1.3942418,3Eh,E2016-G62,1,M-v,1.0768838,3.5655632,MPCALB,70.04814,21.4,0.37,NA,0.27869466,1,NA,3.5365145,44.90156,0.15,2016 EG156,0.5360706,2457400.5,NA,0.8270848,5.78729,7,2.3212235,4/3/16,804,NA,NA,23,NA
12593,2457411.66,351.53461,NA,36,4.3408771,3Eh,E2016-GD0,1,M-v,0.9613501,1.4200991,MPCADO,346.08852,25.8,0.43,NA,0.75855504,1,NA,1.2993226,131.94033,0.15,2016 EJ156,0.1926344,2457400.5,NA,0.5732696,4.14843,6,1.1907246,4/9/16,803,NA,NA,27,NA
12594,2457522.148,275.06732,NA,37,3.4291003,3Eh,E2016-F49,1,M-v,0.9445377,1.5722881,MPCALB,5.22638,24.7,0.32,NA,0.69818308,1,NA,1.4116751,236.42666,0.15,2016 EK156,0.2494215,2457400.5,NA,0.5900628,12.47091,7,1.2584129,3/21/16,803,NA,NA,9,NA
12595,2457415.497,354.13848,NA,26,1.6571498,3Eh,E2016-GB5,1,M-v,0.9160168,2.7893248,MPCALB,168.78294,23.2,0.32,NA,0.39084691,1,NA,2.521723,312.05601,0.15,2016 EL156,0.5055696,2457400.5,NA,0.6895635,44.05991,8,1.8526708,3/18/16,803,NA,NA,5,NA
12596,2457485.232,330.42495,NA,83,1.5483169,3Eh,E2016-F66,1,M-v,0.9587079,3.0368933,MPCALB,1.41178,27.9,0.55,NA,0.34904053,1,NA,2.8237628,201.64333,0.15,2016 EM156,0.5201183,2457400.5,NA,0.7286747,1.77738,4,1.9978006,3/17/16,803,NA,NA,3,NA
12597,2457509.105,288.23478,NA,84,3.0343541,3Eh,E2016-F49,1,M-v,0.9105503,1.7003471,MPCALB,177.83699,27.8,0.4,NA,0.66079139,1,NA,1.4915565,52.66814,0.15,2016 EN156,0.3025001,2457400.5,NA,0.592996,3.74481,5,1.3054487,3/19/16,803,NA,NA,6,NA
12598,2457499.8,293.35496,NA,36,3.1343023,3Eh,MPO370897,1,M-v,0.9562934,1.6276716,MPCALB,172.07202,28.9,0.45,NA,0.6711493,1,NA,1.4685372,45.1378,0.15,2016 EO156,0.2598248,2457400.5,NA,0.6023811,1.57647,6,1.2919825,3/19/16,803,NA,NA,6,NA
12599,2457264.202,151.86974,NA,38,7.6619821,3Eh,E2016-GD0,1,M-v,0.596852,1.2460938,MPCALB,7.52032,23.5,0.41,NA,1.11424371,1,NA,0.884553,329.25135,0.15,2016 EC157,0.3522848,2457400.5,NA,0.4035569,5.5911,7,0.9214729,4/10/16,802,NA,NA,31,NA
12600,2457471.574,313.34827,NA,35,2.9937484,38h,E2016-GD7,1,M-v,1.1094759,1.5130913,MPCALB,166.00327,24.3,0.28,NA,0.65638573,1,NA,1.5015678,20.25947,0.15,2016 ED157,0.1539009,2457400.5,NA,0.6401126,4.77508,5,1.3112836,4/10/16,804,NA,NA,31,NA
12601,2457570.632,235.45923,NA,73,3.8867287,3Eh,E2016-H36,1,M-v,0.6342838,1.8043626,MPCADO,172.639,20.8,0.37,NA,0.73202487,1,NA,1.3464129,144.09555,0.15,2016 EE157,0.4798067,2457400.5,NA,0.4693087,21.1883,5,1.2193232,4/20/16,803,NA,NA,45,NA
12602,2457509.285,316.42346,NA,21,1.6847039,3Eh,MPO370898,1,M-v,0.8787902,2.7663188,MPCALB,336.63602,25,0.21,NA,0.40057448,1,NA,2.4604854,259.45551,0.15,2016 EF157,0.517825,2457400.5,NA,0.6669249,3.5259,7,1.8225545,3/17/16,803,NA,NA,5,NA
12603,2457504.721,332.95198,NA,120,1.3574338,3Eh,E2016-H33,1,M-v,0.9146652,3.9536502,MPCADO,22.89088,21.1,0.38,NA,0.25952608,1,NA,3.7977211,198.25112,0.15,2016 EH157,0.6242375,2457400.5,NA,0.7428167,10.0371,5,2.4341577,4/4/16,8803,1,NA,41,NA
