"","name","id.x","spkid","full_name","pdes","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT","id.y","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation"
"63","Florey","a0008430",2008430,"  8430 Florey (1997 YB5)","8430","","N","N",13.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.101853114128699,2.80786926476274,2.52187903608039,3.66906864264236,78.6033539908363,110.40415325599,208.20699177483,3.09385949344508,0.209478159424681,2458125.12450807,20180106.6245081,1718.55624943774,4.70515058025391,1.52503,593.4959251,1.8685,3.312,5.8376e-08,2.0206e-08,1.6304e-07,5.0435e-06,9.1747e-05,9.442e-05,2.5467e-05,2.2264e-08,2.2612e-09,0.00012393,1.8551e-05,"MBA","Otto Matic",13587,"1978-11-29","2016-02-10",1174,NA,NA,"0",0.53078,NA,NA,NA,NA,NA,10112,"Valid","H6","110800","Found",1978,32.5225,-102.705,"(32.522500, -102.705000)"
"64","Fortuna","a0000019",2000019,"    19 Fortuna","19","","N","N",7.13,0.1,NA,NA,NA,NA,NA,"200","",0.037,7.4432,NA,0.719,0.324,NA,"Ch","G",NA,NA,"JPL 113",2457400.5,57400,20160113,"J2000",0.158825424497341,2.44159505241979,2.05380768176861,1.57369304708549,211.153096284894,182.20348133921,247.226729615934,2.82938242307097,0.258341168469537,2457837.02845209,20170324.5284521,1393.50612266991,3.81521183482523,1.0585,411.936445,2.59818,3.483,2.3269e-08,3.1644e-09,5.7172e-08,2.6872e-06,0.00010294,0.00010325,1.0047e-05,3.667e-09,5.0223e-10,3.9274e-05,2.7091e-06,"MBA","Otto Matic",59714,"1852-09-14","2016-03-12",2593,NA,NA,"0",0.54693,NA,NA,NA,NA,NA,10169,"Valid","Winonaite","312","Found",1998,-35.13333,-65.36667,"(-35.133330, -65.366670)"
"65","Freda","a0001093",2001093,"  1093 Freda (1925 LA)","1093","","N","N",8.83,NA,NA,NA,NA,NA,NA,"116.73","",0.0381,19.67,NA,0.679,0.356,NA,"","C",NA,2.9,"JPL 21",2457400.5,57400,20160113,"J2000",0.270784713168955,3.13083010347974,2.28304917192825,25.2102236101222,55.629054342759,251.5216548339,68.8171023348372,3.97861103503123,0.177915924802344,2457013.70436936,20141222.2043694,2023.42764089242,5.53984295932217,1.39482,542.8220994,1.70983,3.013,3.8987e-08,1.6108e-08,1.2048e-07,5.3903e-06,1.0847e-05,1.4148e-05,1.095e-05,2.047e-08,1.373e-09,6.0246e-05,1.5615e-05,"MBA","Otto Matic",31804,"1929-02-02","2016-03-01",1600,NA,NA,"0",0.50245,NA,NA,NA,NA,NA,10180,"Valid","Iron, IAB-sLH","268","Found",1919,46.38333,-101.23333,"(46.383330, -101.233330)"
"66","Fujian","a0002184",2002184,"  2184 Fujian (1964 TV2)","2184","","N","N",11.6,NA,NA,NA,NA,NA,NA,"26.28","",0.0642,NA,NA,NA,NA,NA,"","",NA,2.4,"JPL 35",2457400.5,57400,20160113,"J2000",0.0999300152456283,3.17676820797043,2.85931371251612,5.19331774924812,256.58187872337,120.285048724613,31.6953441852397,3.49422270342474,0.174070742653123,2457218.41687849,20150714.9168785,2068.12468605011,5.66221679958963,1.86406,725.4362302,1.98914,3.186,4.4596e-08,1.957e-08,1.5064e-07,4.9671e-06,4.0162e-05,4.7653e-05,2.4002e-05,2.1526e-08,1.6085e-09,0.00013767,1.9111e-05,"MBA","Otto Matic",31200,"1930-10-15","2016-03-17",1554,NA,NA,"0",0.53436,NA,NA,NA,NA,NA,10834,"Valid","Iron","","Found",NA,26,119,"(26.000000, 119.000000)"
"67","Garrison","a0019533",2019533," 19533 Garrison (1999 GM35)","19533","","N","N",15,NA,NA,NA,NA,NA,NA,"","",NA,7.2592,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.167565583253095,2.20682357125235,1.83703589239877,2.96207489890061,230.134239600063,58.9809174995588,329.034091586944,2.57661125010593,0.300644077427986,2457503.49856454,20160424.9985645,1197.42920958166,3.27838250398811,0.821189,319.58212313,2.57445,3.64,4.2436e-08,1.3838e-08,9.6083e-08,4.7021e-06,9.6871e-05,9.8707e-05,2.2458e-05,1.6157e-08,2.8279e-09,7.5407e-05,1.1263e-05,"MBA","Otto Matic",11599,"1983-07-14","2015-04-16",957,NA,NA,"0",0.52652,NA,NA,NA,NA,NA,10864,"Valid","H5","5116","Found",1969,33.86333,-103.34667,"(33.863330, -103.346670)"
"68","Genichesk","a0002093",2002093,"  2093 Genichesk (1971 HX)","2093","","N","N",12.9,NA,NA,NA,NA,NA,NA,"","",NA,11.028,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.167793576345317,2.26923795958033,1.8884744067638,6.09156258646899,154.863463495823,118.208234796574,2.66013688332101,2.65000151239687,0.288326137593694,2457391.27386148,20160103.7738615,1248.58607341145,3.41844236389172,0.879958,342.45325486,2.46782,3.588,3.906e-08,8.9861e-09,9.1146e-08,4.2868e-06,4.1945e-05,4.4403e-05,1.5223e-05,1.0494e-08,1.7126e-09,5.2775e-05,7.4165e-06,"MBA","Otto Matic",23803,"1950-04-17","2015-06-18",1492,NA,NA,"0",0.54704,NA,NA,NA,NA,NA,10871,"Valid","L5/6","531","Found",1927,46.7,32.6,"(46.700000, 32.600000)"
"69","Gibson","a0002742",2002742,"  2742 Gibson (1981 JG3)","2742","","N","N",11.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.0673827507568733,2.90855627622862,2.71256975360517,3.16224695451718,122.777789017827,287.753546185293,170.485152093794,3.10454279885207,0.198695424833349,2456542.47746507,20130906.9774651,1811.81826557879,4.96048806455522,1.72394,670.9057298,2.15489,3.279,4.818e-08,1.8921e-08,1.3823e-07,5.1023e-06,9.4383e-05,0.00010266,3.9676e-05,2.0196e-08,1.9389e-09,0.00019881,1.768e-05,"MBA","Otto Matic",22807,"1953-10-08","2016-03-18",1614,NA,NA,"0",0.48701,NA,NA,NA,NA,NA,10913,"Valid","Lodranite","67.1","Found",1991,-33.68333,121.8,"(-33.683330, 121.800000)"
"70","Gibson","dJ73W010",1001155,"     C/1973 W1 (Gibson)","1973 W1","C","","",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"SAO_2008",2441920.5,41920,19730826,"J2000",1.000643,-5975.2255054,3.84207,108.0665,244.6006,221.2562,3.44e-05,NA,2.1e-06,2441904.381,19730809.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HYP","Marsden",315,"1973-11-30","1974-10-11",22,NA,NA,"",NA,FALSE,NA,NA,NA,NA,10913,"Valid","Lodranite","67.1","Found",1991,-33.68333,121.8,"(-33.683330, 121.800000)"
"71","Gifu","a0006720",2006720,"  6720 Gifu (1990 VP2)","6720","","N","N",12.1,NA,NA,NA,NA,NA,NA,"","",NA,4.231,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.151139196778556,3.09134542446492,2.62412196004622,14.8577673608839,50.4050622821923,10.9667286087683,214.841645607922,3.55856888888361,0.181335473498866,2458200.99618308,20180323.4961831,1985.27068672116,5.43537491230982,1.63695,637.0518315,1.83374,3.156,6.8798e-08,2.7964e-08,2.1116e-07,8.364e-06,2.1378e-05,3.0716e-05,2.5038e-05,3.219e-08,2.4605e-09,0.00014537,2.6938e-05,"MBA","Otto Matic",26934,"1941-11-16","2015-08-14",1091,NA,NA,"0",0.4921,NA,NA,NA,NA,NA,10914,"Valid","L6","14290","Fell",1909,35.53333,136.88333,"(35.533330, 136.883330)"
"72","Glasgow","a0005805",2005805,"  5805 Glasgow (1985 YH)","5805","","N","N",12.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.118102892646805,2.60297902435575,2.29555967208037,11.8623779772028,276.149211386743,253.583245055834,355.715288658663,2.91039837663112,0.234691883968128,2457418.75675123,20160131.2567512,1533.92607325479,4.19966070706309,1.33615,519.9894955,2.22965,3.374,6.6392e-08,1.5729e-08,1.7128e-07,6.2672e-06,3.0435e-05,4.0583e-05,2.6889e-05,1.7586e-08,2.1272e-09,0.00011459,1.3903e-05,"MBA","Otto Matic",11049,"1985-12-17","2016-03-18",1196,NA,NA,"0",0.49138,NA,NA,NA,NA,NA,10927,"Valid","Iron, IIIAB","20400","Found",1922,37.01667,-85.91667,"(37.016670, -85.916670)"
"73","Grant","a0003154",2003154,"  3154 Grant (1984 SO3)","3154","","N","N",12.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.173550170459986,3.0965633375954,2.55915424251558,2.47592558511509,102.649085122532,306.37112024266,241.591888318096,3.63397243267522,0.180877323317297,2458055.1321535,20171028.6321535,1990.29924480077,5.4491423540062,1.56925,610.7050225,1.75441,3.198,5.895e-08,3.0481e-08,1.8756e-07,5.2395e-06,0.00015273,0.00015374,1.9972e-05,3.5771e-08,2.6707e-09,0.00011712,2.9387e-05,"MBA","Otto Matic",14819,"1975-01-17","2015-08-14",1117,NA,NA,"0",0.51469,NA,NA,NA,NA,NA,10957,"Valid","Iron, IIIAB","525000","Found",1929,35.16667,-107.88333,"(35.166670, -107.883330)"
"74","Guizhou","a0002632",2002632,"  2632 Guizhou (1980 VJ1)","2632","","N","N",11.5,NA,NA,NA,NA,NA,NA,"29.07","",0.0576,NA,NA,NA,NA,NA,"","",NA,1.4,"JPL 18",2457400.5,57400,20160113,"J2000",0.10829124417262,3.0376566107089,2.70870499696605,10.4525551702865,18.2921711464097,312.308410504917,295.220426915403,3.36660822445175,0.186164152302223,2457748.47017731,20161225.9701773,1933.77723663773,5.29439352946676,1.71041,665.6402597,2.06954,3.207,6.591e-08,2.5483e-08,2.0335e-07,7.7261e-06,2.7022e-05,3.8487e-05,2.9883e-05,2.8243e-08,2.3426e-09,0.0001621,2.4334e-05,"MBA","Otto Matic",24390,"1948-10-10","2015-07-21",1438,NA,NA,"0",0.52289,NA,NA,NA,NA,NA,11447,"Valid","Iron","","Found",NA,25.4,107.5,"(25.400000, 107.500000)"
"75","Hartley","c00110_0",1000119,"  110P/Hartley 3","110P","P","","",NA,NA,5.9,13.3,22,5,0.03,"4.3","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 47",2457164.5,57164,20150522,"J2000",0.315014079459739,3.61358649669657,2.47525587289156,11.6900432245524,287.710333467057,167.744667817949,22.2717476389207,4.75191712050158,0.143481659772164,2457009.27634511,20141217.7763451,2509.03147183861,6.86935379011257,1.49198,580.6338566,NA,2.989,1.4835e-07,6.4712e-08,5.1e-07,1.1765e-05,2.4134e-05,5.7483e-05,2.6867e-05,8.5097e-08,3.8542e-09,0.00018627,6.7397e-05,"JFc","Ryan S. Park",9925,"1988-02-19","2015-04-23",2648,NA,NA,"0",0.68848,NA,NA,-2.94761499762052e-10,NA,NA,11847,"Valid","L","2100","Found",1967,35.94167,-102.16,"(35.941670, -102.160000)"
"76","Hartley","dJ84W020",1001204,"     C/1984 W2 (Hartley)","1984 W2","C","","",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"SAO_2008",2446320.5,46320,19850912,"J2000",0.999579,9501.7434679,4.000234,89.3273,250.2083,255.2662,-1.74e-05,18999.4867019,1.1e-06,2446336.8655,19850928.3655,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COM","Kobayashi",1278,"1984-11-17","1988-05-18",45,NA,NA,"",NA,FALSE,NA,NA,NA,NA,11847,"Valid","L","2100","Found",1967,35.94167,-102.16,"(35.941670, -102.160000)"
"77","Hartley","a0004768",2004768,"  4768 Hartley (1988 PH1)","4768","","N","N",11.3,NA,NA,NA,NA,NA,NA,"36.63","",0.0398,22.08,NA,NA,NA,NA,"","",NA,1.7,"JPL 16",2457400.5,57400,20160113,"J2000",0.236774780023738,3.17388320889118,2.42238771028493,20.0831344888798,320.498155970553,26.6208000280454,284.480320839378,3.92537870749742,0.174308137038693,2457833.75389419,20170321.2538942,2065.30805799437,5.65450529225017,1.4264,555.112088,1.53268,3.065,8.1439e-08,3.4736e-08,2.5681e-07,9.4808e-06,1.5637e-05,2.0103e-05,1.6729e-05,4.2961e-08,2.8616e-09,0.00010117,3.3905e-05,"MBA","Otto Matic",12394,"1981-07-25","2015-07-01",943,NA,NA,"0",0.5118,NA,NA,NA,NA,NA,11847,"Valid","L","2100","Found",1967,35.94167,-102.16,"(35.941670, -102.160000)"
"78","Hartley","c00103_0",1000041,"  103P/Hartley 2","103P","P","Y","",NA,NA,14.7,NA,8,NA,NA,"1.6","",NA,18.1,NA,NA,NA,NA,"","",NA,NA,"JPL 252",2456981.5,56981,20141120,"J2000",0.693780472012878,3.47526874330475,1.06419515420318,13.6042724340803,219.748745073602,181.32228577283,225.770152244113,5.88634233240633,0.152132317957467,2457863.8230301,20170420.3230301,2366.36110481567,6.47874361345838,0.0720049,28.022146933,NA,2.641,5.9767e-09,1.1101e-08,2.0454e-08,2.132e-06,5.8655e-06,6.1879e-06,1.4848e-06,1.8803e-08,7.2896e-10,1.3758e-05,1.1339e-05,"JFc","Ryan S. Park",9922,"1986-03-15","2013-05-14",6506,NA,NA,"0",0.68296,NA,NA,NA,NA,NA,11847,"Valid","L","2100","Found",1967,35.94167,-102.16,"(35.941670, -102.160000)"
"79","Hartley","c00100_0",1000040,"  100P/Hartley 1","100P","P","","",NA,NA,8,NA,25,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457480.5,57480,20160402,"J2000",0.413478679222109,3.42794071624005,2.01056031643743,25.5893256385759,37.7251755756839,181.862069482878,359.996149817405,4.84532111604269,0.155293801064328,2457480.52479289,20160402.0247929,2318.18654403903,6.34684885431631,1.00326,390.4386942,0.135837,2.851,2.4186e-07,4.925e-07,9.4651e-07,5.3004e-05,3.9237e-05,0.00027536,0.00010406,6.9614e-07,3.3467e-08,0.0006701,0.00049959,"JFc","Davide Farnocchia",11264,"1985-06-13","2016-04-15",307,NA,NA,"1",0.65234,NA,1.85256010786299e-09,-6.17236566930101e-11,-8.40024697558238e-10,NA,11847,"Valid","L","2100","Found",1967,35.94167,-102.16,"(35.941670, -102.160000)"
"80","Havana","a0011095",2011095," 11095 Havana (1994 PJ22)","11095","","N","N",13.4,NA,NA,NA,NA,NA,NA,"","",NA,9.8355,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.125353486605813,3.18298405203085,2.78398590329808,1.94146599680915,25.5530833945268,157.536691031285,72.0783351570622,3.58198220076361,0.173561094397701,2456985.20914575,20141123.7091457,2074.19756858119,5.67884344580749,1.7864,695.213288,1.37845,3.186,5.7621e-08,2.8513e-08,1.8344e-07,6.0171e-06,0.00014866,0.00014993,2.0249e-05,3.2087e-08,2.3321e-09,0.00011677,2.787e-05,"MBA","Otto Matic",8559,"1992-02-28","2015-08-05",1049,NA,NA,"0",0.48094,NA,NA,NA,NA,NA,11857,"Valid","Iron, IAB complex","","Found",301,40.33333,-90.05,"(40.333330, -90.050000)"
"81","Hebei","a0002505",2002505,"  2505 Hebei (1975 UJ)","2505","","N","N",11.6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.174012692143345,3.14129764380715,2.59467198398472,2.07951083302468,59.2383549327739,207.515208799737,167.185031641796,3.68792330362957,0.177027379672644,2456456.09788576,20130612.5978858,2033.58373527138,5.56764883031179,1.57759,613.9507003,1.40091,3.186,4.4339e-08,2.4745e-08,1.3723e-07,5.2664e-06,0.00013038,0.00013134,1.948e-05,2.9051e-08,2.0918e-09,0.00010508,2.4029e-05,"MBA","Otto Matic",24104,"1950-03-21","2016-03-18",1864,NA,NA,"0",0.52913,NA,NA,NA,NA,NA,11866,"Valid","L6","1910","Found",1981,NA,NA,""
"82","Hiroshima","a0002247",2002247,"  2247 Hiroshima (6512 P-L)","2247","","N","N",13.5,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 11",2457400.5,57400,20160113,"J2000",0.109736077050869,2.45029102759006,2.18140570258938,5.94142613693354,7.395368470639,29.6950645540149,124.926942650225,2.71917635259073,0.256967127198708,2456914.34076239,20140913.8407624,1400.95740620402,3.83561233731421,1.18866,462.5908122,2.68687,3.48,6.5921e-08,1.1996e-08,1.5732e-07,6.267e-06,3.9705e-05,4.7443e-05,2.3126e-05,1.3313e-08,1.8871e-09,9.0198e-05,1.0288e-05,"MBA","Otto Matic",22216,"1955-05-23","2016-03-19",1417,NA,NA,"0",0.4629,NA,NA,NA,NA,NA,11889,"Valid","H5","414","Fell",2003,34.45,132.38333,"(34.450000, 132.383330)"
"83","Holly","a0019955",2019955," 19955 Holly (1984 WZ1)","19955","","N","N",13.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.145452201702121,3.06784016242272,2.62161605632815,12.1213268737608,127.749483062666,222.129747820582,2.51296933557599,3.5140642685173,0.183423501977142,2457386.79963277,20151230.2996328,1962.67106515534,5.37350052061694,1.62623,632.8799291,1.90726,3.182,6.2625e-08,3.2057e-08,2.101e-07,5.5551e-06,2.4169e-05,3.0701e-05,1.8111e-05,3.672e-08,2.875e-09,9.8726e-05,3.0763e-05,"MBA","Otto Matic",13565,"1978-10-08","2015-11-28",1046,NA,NA,"0",0.5408,NA,NA,NA,NA,NA,11898,"Valid","H4","299","Found",1937,38.06667,-102.1,"(38.066670, -102.100000)"
"84","Ingalls","a0004875",2004875,"  4875 Ingalls (1991 DJ)","4875","","N","N",13.1,NA,NA,NA,NA,NA,NA,"","",NA,3.78,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.178772584063906,2.24364576134105,1.84254341086208,5.25517376919357,123.862460235075,159.509889404893,41.4102032042409,2.64474811182002,0.293273376946889,2457259.29999189,20150824.7999919,1227.52362914004,3.36077653426431,0.825529,321.27112093,2.49703,3.606,5.092e-08,1.0023e-08,1.1519e-07,5.2022e-06,5.783e-05,6.0027e-05,1.4689e-05,1.1815e-08,1.9652e-09,5.0336e-05,8.2255e-06,"MBA","Otto Matic",30876,"1931-05-21","2015-12-02",1340,NA,NA,"0",0.50951,NA,NA,NA,NA,NA,12033,"Valid","H6","226","Found",1937,37.83333,-100.45,"(37.833330, -100.450000)"
"85","Jenkins","a0028603",2028603," 28603 Jenkins (2000 EW148)","28603","","N","N",14.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.103740196164285,2.52082692428195,2.25931584466073,2.54212318200127,358.056202848843,173.227216185523,1.08528617622693,2.78233800390317,0.246257536587085,2457396.09288137,20160108.5928814,1461.88419241614,4.00242078690251,1.26491,492.2650247,2.18683,3.447,5.209e-08,1.4637e-08,1.3274e-07,5.6587e-06,0.00010817,0.00011136,2.5719e-05,1.6155e-08,2.1448e-09,0.00010444,1.2732e-05,"MBA","Otto Matic",9285,"1990-10-14","2016-03-16",1167,NA,NA,"0",0.52878,NA,NA,NA,NA,NA,12080,"Valid","Iron, IAB-MG","55400","Found",1946,36.82444,-93.76111,"(36.824440, -93.761110)"
"86","Jilin","a0002398",2002398,"  2398 Jilin (1965 UD2)","2398","","N","N",13.3,NA,NA,NA,NA,NA,NA,"","",NA,3.17767,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.235163327660033,2.39217460374204,1.82962286358224,3.72994352781611,88.0679254722087,11.9082558047664,171.938344359652,2.95472634390184,0.266388063489671,2456755.05687426,20140407.5568743,1351.41190368674,3.69996414424843,0.846394,329.39115298,2.2249,3.49,4.1966e-08,1.0196e-08,1.0143e-07,5.1349e-06,8.4772e-05,8.5745e-05,1.3864e-05,1.2594e-08,1.7031e-09,5.0245e-05,8.64e-06,"MBA","Otto Matic",24633,"1948-03-05","2015-08-14",1258,NA,NA,"0",0.48855,NA,NA,NA,NA,NA,12171,"Valid","H5","4000000","Fell",1976,44.05,126.16667,"(44.050000, 126.166670)"
"87","Kelly","a0022312",2022312," 22312 Kelly (1991 GW1)","22312","","N","N",14.2,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.1934856714682,2.27194928578453,1.83235965268281,24.5643732884257,219.422425700892,335.497926403685,95.5837639531726,2.71153891888625,0.287810162432014,2457068.39301967,20150214.8930197,1250.8244912479,3.42457081792718,0.842257,327.78115669,2.29879,3.47,8.0919e-08,1.3854e-08,1.806e-07,9.1616e-06,1.0587e-05,1.8946e-05,1.5844e-05,1.6535e-08,2.6326e-09,5.493e-05,1.1441e-05,"MBA","Otto Matic",10419,"1987-02-27","2015-09-07",735,NA,NA,"0",0.49224,NA,NA,NA,NA,NA,12273,"Valid","LL4","44300","Found",1937,40.46667,-103.03333,"(40.466670, -103.033330)"
"88","Kobe","a0008120",2008120,"  8120 Kobe (1997 VT)","8120","","N","N",14.5,NA,NA,NA,NA,NA,NA,"","",NA,5.86,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.18745619894681,2.42133210476308,1.96743839201632,2.58665341706272,115.632268374372,231.491580610689,336.423918219531,2.87522581750985,0.26159084048583,2457490.62579239,20160412.1257924,1376.19497430187,3.76781649363961,0.959774,373.51524758,2.5291,3.488,5.8721e-08,1.4986e-08,1.4636e-07,5.119e-06,0.00014071,0.0001417,1.7192e-05,1.7796e-08,2.4286e-09,6.5935e-05,1.2777e-05,"MBA","Otto Matic",11994,"1982-11-12","2015-09-14",1008,NA,NA,"0",0.57944,NA,NA,NA,NA,NA,12336,"Valid","CK4","136","Fell",1999,34.73333,135.16667,"(34.733330, 135.166670)"
"89","Kokubunji","a0087271",2087271," 87271 Kokubunji (2000 PY3)","87271","","N","N",15.5,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 12",2457400.5,57400,20160113,"J2000",0.130293239772002,2.57323743217129,2.2379619904311,5.68088856951998,337.628587864818,12.6514536503941,237.934938658453,2.90851287391147,0.238772487239699,2457911.71912224,20170607.2191222,1507.711395738,4.12788883158932,1.23009,478.7141253,2.48962,3.41,1.463e-07,3.6515e-08,3.5863e-07,1.0437e-05,7.7152e-05,8.5171e-05,4.7677e-05,4.1272e-08,5.0824e-09,0.00020617,3.2092e-05,"MBA","Otto Matic",5377,"2000-07-04","2015-03-25",350,NA,NA,"0",0.62449,NA,NA,NA,NA,NA,12342,"Valid","L6","11510","Fell",1986,34.3,133.95,"(34.300000, 133.950000)"
"90","Kossuth","a0090376",2090376," 90376 Kossuth (2003 VL)","90376","","N","N",15.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 9",2457400.5,57400,20160113,"J2000",0.0413558090750109,3.07288996013662,2.94580810963669,11.8477118043064,37.0718796749326,326.276745062989,152.112887937839,3.19997181063655,0.182971547488448,2456569.15277675,20131003.6527768,1967.5190210802,5.3867735005618,1.9515,759.465255,2.00584,3.196,1.4243e-07,5.9698e-08,4.0872e-07,1.273e-05,4.1608e-05,0.0001265,0.00012777,6.2167e-08,5.332e-09,0.00068548,5.7336e-05,"MBA","Otto Matic",6707,"1997-10-29","2016-03-10",227,NA,NA,"0",0.64884,NA,NA,NA,NA,NA,12350,"Valid","Iron, IVA","5900","Found",1975,40.66667,-84.35,"(40.666670, -84.350000)"
"91","Kuga","a0005875",2005875,"  5875 Kuga (1989 XO)","5875","","N","N",12.5,NA,NA,NA,NA,NA,NA,"","",NA,5.551,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.0490949499125045,2.37923811771147,2.26242954149251,6.46876915204242,287.192940806105,151.134926591782,39.9594055071627,2.49604669393044,0.268563637396196,2457251.71066316,20150817.2106632,1340.46441837885,3.66999156298111,1.27996,498.1220332,2.6309,3.529,4.2317e-08,1.0063e-08,9.9645e-08,5.591e-06,3.8873e-05,6.979e-05,5.6818e-05,1.0557e-08,1.7039e-09,0.00021164,8.5045e-06,"MBA","Otto Matic",11109,"1985-10-11","2016-03-11",1468,NA,NA,"0",0.44993,NA,NA,NA,NA,NA,12367,"Valid","Iron, IIIAB","5600","Found",1950,34.1,132.08333,"(34.100000, 132.083330)"
"92","La Serena","a0007082",2007082,"  7082 La Serena (1987 YL1)","7082","","N","N",12.6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.141383698397832,3.11410395086114,2.67382041709309,15.8219999263173,141.348589694646,159.974654145447,175.389894659979,3.55438748462919,0.179351253205735,2456422.58715286,20130510.0871529,2007.23437146571,5.495508203876,1.66241,646.9600997,1.76735,3.145,5.4938e-08,2.5379e-08,1.6758e-07,6.1511e-06,1.9589e-05,2.8339e-05,2.2494e-05,2.8967e-08,2.1925e-09,0.00011998,2.4538e-05,"MBA","Otto Matic",10312,"1987-12-17","2016-03-11",1119,NA,NA,"0",0.50362,NA,NA,NA,NA,NA,12404,"Valid","Iron, IAB-MG","663","Found",1990,NA,NA,""
"93","Las Cruces","a0060186",2060186," 60186 Las Cruces (1999 VH22)","60186","","N","N",12.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 8",2457400.5,57400,20160113,"J2000",0.179595344998991,3.17496671910728,2.6047574758289,14.8304021699443,41.8797178096772,59.6106314327793,251.579433739213,3.74517596238567,0.174218916324089,2458022.8237324,20170926.3237324,2066.36574027537,5.65740106851573,1.65672,644.7457224,1.75926,3.125,5.9061e-08,4.0682e-08,1.7877e-07,9.5472e-06,2.6744e-05,4.1076e-05,3.1057e-05,4.7988e-08,3.3485e-09,0.00018395,3.9715e-05,"MBA","Otto Matic",11178,"1985-03-23","2015-10-30",692,NA,NA,"0",0.47807,NA,NA,NA,NA,NA,55759,"Valid","Iron, IIIAB","528","Found",2001,-23.38316,-70.58605,"(-23.383160, -70.586050)"
