"","name","id.x","spkid","full_name","pdes","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT","id.y","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation"
"189","Tomita","a0002391",2002391,"  2391 Tomita (1957 AA)","2391","","N","N",12.5,NA,NA,NA,NA,NA,NA,"","",NA,7.9533,NA,NA,NA,NA,"","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.134167674745299,2.44038583475277,2.11296494182262,3.01108267892283,163.325241612142,282.719849743538,189.92632888598,2.76780672768291,0.258533205356694,2458058.34072448,20171031.8407245,1392.47103482632,3.81237791875788,1.13114,440.2057538,2.43433,3.488,3.8219e-08,1.0352e-08,9.1504e-08,5.2301e-06,8.8167e-05,9.1215e-05,2.2383e-05,1.1741e-08,1.6451e-09,8.7358e-05,8.8605e-06,"MBA","Otto Matic",31546,"1929-10-27","2016-03-10",1529,NA,NA,"0",0.53542,NA,NA,NA,NA,NA,24023,"Valid","L","600","Fell",1916,34.5,133.75,"(34.500000, 133.750000)"
"190","Torino","a0009523",2009523,"  9523 Torino (1981 EE1)","9523","","N","N",14.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.132813897461751,2.4493482587013,2.12404077022202,2.93410088875145,145.327247317241,19.3201339618775,35.5158556560447,2.77465574718057,0.257115503765307,2457262.36808988,20150827.8680899,1400.14893978779,3.83339887690019,1.13193,440.5131981,2.20172,3.483,5.0288e-08,1.2568e-08,1.2306e-07,4.9908e-06,0.00011206,0.00011391,2.2425e-05,1.4237e-08,1.9789e-09,8.6824e-05,1.0777e-05,"MBA","Otto Matic",22664,"1954-02-26","2016-03-16",1181,NA,NA,"0",0.52941,NA,NA,NA,NA,NA,24029,"Valid","H6","977","Fell",1988,45.06667,7.66667,"(45.066670, 7.666670)"
"191","Toronto","a0002104",2002104,"  2104 Toronto (1963 PD)","2104","","N","N",9.8,NA,NA,NA,NA,NA,NA,"","",NA,8.97,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.120217602534178,3.18696676858975,2.80383726431379,18.3780713395924,252.497536966486,291.747609689324,255.494188882515,3.5700962728657,0.173235850040143,2458003.75741521,20170907.2574152,2078.09180326462,5.68950527930079,1.86113,724.2959621,1.6721,3.107,6.2082e-08,3.2537e-08,2.0504e-07,6.7586e-06,1.9821e-05,3.3606e-05,3.0267e-05,3.6449e-08,2.653e-09,0.00017943,3.1824e-05,"MBA","Otto Matic",22244,"1955-04-26","2016-03-20",1228,NA,NA,"0",0.52428,NA,NA,NA,NA,NA,24030,"Valid","Iron, IAB complex","2715","Found",1970,NA,NA,""
"192","Tsukuba","a0007788",2007788,"  7788 Tsukuba (1994 XS)","7788","","N","N",13.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.114711501992356,3.00697199306319,2.66203771928996,7.92651425065474,126.027168432638,203.863203204318,127.618869180111,3.35190626683642,0.189020975109429,2456725.34281649,20140308.8428165,1904.55053885733,5.2143751919434,1.65084,642.4574028,1.96419,3.226,7.3129e-08,2.8085e-08,2.1147e-07,5.9965e-06,4.4582e-05,5.3216e-05,3.008e-05,3.1306e-08,2.6481e-09,0.00015868,2.6682e-05,"MBA","Otto Matic",8173,"1993-09-18","2016-02-03",942,NA,NA,"0",0.54149,NA,NA,NA,NA,NA,24059,"Valid","H5-6","800","Fell",1996,36.06333,140.145,"(36.063330, 140.145000)"
"193","Tucson","a0002224",2002224,"  2224 Tucson (2528 P-L)","2224","","N","N",11.9,NA,NA,NA,NA,NA,NA,"22.73","",0.1242,27.01,NA,NA,NA,NA,"","",NA,2.2,"JPL 19",2457400.5,57400,20160113,"J2000",0.0469515394130557,2.88011523077122,2.74488938699952,2.66663753502658,51.2562354904519,243.341778375103,178.780961535875,3.01534107454291,0.201645845251131,2456513.89129595,20130809.3912959,1785.30829411166,4.88790771830707,1.72839,672.6375363,2.06491,3.291,4.0177e-08,1.6269e-08,1.1505e-07,4.5816e-06,9.8371e-05,0.00011372,5.8928e-05,1.7033e-08,1.7086e-09,0.00029044,1.5127e-05,"MBA","Otto Matic",23509,"1951-11-08","2016-03-20",1928,NA,NA,"0",0.47705,NA,NA,NA,NA,NA,24061,"Valid","Iron, ungrouped","975000","Found",1850,31.85,-110.96667,"(31.850000, -110.966670)"
"194","Ulysses","a0005254",2005254,"  5254 Ulysses (1986 VG1)","5254","","N","N",9.1,NA,NA,NA,NA,NA,NA,"78.34","",0.0869,28.72,NA,NA,NA,NA,"","",NA,4.4,"JPL 21",2457400.5,57400,20160113,"J2000",0.120368931363278,5.23712685689079,4.60673949371293,24.1929774804023,76.0380081031214,343.379235498016,155.502585996612,5.86751422006866,0.0822364649386748,2455509.57988187,20101109.0798819,4377.62007727908,11.9852705743438,3.6257,1411.013669,0.447497,2.81,8.9669e-08,1.358e-07,4.4439e-07,6.8676e-06,1.8914e-05,3.632e-05,3.2389e-05,1.5215e-07,3.1987e-09,0.0003821,0.00017027,"TJN","Otto Matic",10695,"1986-11-07","2016-02-18",1037,NA,NA,"0",0.49666,NA,NA,NA,NA,NA,24110,"Valid","H4","3900","Found",1927,37.6,-101.25,"(37.600000, -101.250000)"
"195","Ur","a0022260",2022260," 22260 Ur (1979 UR)","22260","","N","N",14.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.150313514616737,2.6454194252176,2.24777713377776,6.14556172444389,13.5627985573887,346.961074603683,180.741437127139,3.04306171665745,0.22906686205826,2458183.05999695,20180305.5599969,1571.59353721116,4.30278860290528,1.24346,483.9173282,2.39867,3.369,6.8826e-08,2.0971e-08,1.8475e-07,7.1787e-06,5.2486e-05,5.5108e-05,1.84e-05,2.4124e-08,2.7239e-09,8.3302e-05,1.8688e-05,"MBA","Otto Matic",13302,"1979-10-19","2016-03-20",836,NA,NA,"0",0.54788,NA,NA,NA,NA,NA,24125,"Valid","Iron","","Found",2501,30.9,46.01667,"(30.900000, 46.016670)"
"196","Ural","a0014519",2014519," 14519 Ural (1996 TT38)","14519","","N","N",13.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.15028293752465,3.19906836798218,2.71830297629963,2.35890416169252,98.1703219018895,125.034580607172,257.607279596411,3.67983375966473,0.172253792104781,2457994.92941228,20170829.4294123,2089.93947593917,5.72194243925851,1.70981,665.4067577,1.29845,3.176,6.0938e-08,3.7177e-08,2.0102e-07,6.243e-06,0.0001494,0.0001513,2.8771e-05,4.2764e-08,3.0027e-09,0.0001744,3.6431e-05,"MBA","Otto Matic",12449,"1982-01-30","2016-03-01",1070,NA,NA,"0",0.53664,NA,NA,NA,NA,NA,24126,"Valid","OC","9400","Found",1981,55.8,66,"(55.800000, 66.000000)"
"197","Utrecht","a0012695",2012695," 12695 Utrecht (1989 GR3)","12695","","N","N",14.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.252657661300638,2.56642180590322,1.91799567451275,3.90926440706101,256.704823469422,14.3606379828299,127.259186688499,3.21484793729369,0.239724277790485,2456869.64351829,20140731.1435183,1501.72524584529,4.11149964639367,0.900652,350.50673884,1.89423,3.383,5.9332e-08,1.3882e-08,1.5822e-07,5.8088e-06,5.9156e-05,5.9943e-05,9.535e-06,1.739e-08,1.9451e-09,3.7431e-05,1.2185e-05,"MBA","Otto Matic",23329,"1952-05-01","2016-03-15",1020,NA,NA,"0",0.58974,NA,NA,NA,NA,NA,24135,"Valid","L6","9700","Fell",1843,52.11667,5.18333,"(52.116670, 5.183330)"
"198","Valencia","a0005941",2005941,"  5941 Valencia (1982 UQ6)","5941","","N","N",12.9,NA,NA,NA,NA,NA,NA,"","",NA,10.16,NA,NA,NA,NA,"","",NA,NA,"JPL 10",2457400.5,57400,20160113,"J2000",0.0630245664616295,2.88801636186156,2.70600038272114,1.29880237765746,217.095656313447,191.899317070143,272.26474759067,3.07003234100198,0.200818907385891,2457837.38741041,20170324.8874104,1792.65988788709,4.90803528511182,1.71468,667.3020156,2.18308,3.288,5.9794e-08,2.5211e-08,1.7058e-07,7.3193e-06,0.00027937,0.00028598,6.154e-05,2.68e-08,2.6296e-09,0.00030784,2.3474e-05,"MBA","Otto Matic",15228,"1972-10-06","2014-06-16",1106,NA,NA,"0",0.50953,NA,NA,NA,NA,NA,24147,"Valid","H5","33500","Found",NA,39,-0.03333,"(39.000000, -0.033330)"
"199","Valentine","a0000447",2000447,"   447 Valentine (1899 ES)","447","","N","N",8.99,NA,NA,NA,NA,NA,NA,"79.22","",0.0714,9.651,NA,0.778,0.387,NA,"","TD",NA,3.2,"JPL 39",2457400.5,57400,20160113,"J2000",0.0438550551679173,2.98514955783893,2.85423565929542,4.79434182366241,71.8390287827686,322.972627610904,179.806431376287,3.11606345638245,0.191097467763737,2456459.58522242,20130616.0852224,1883.85541793304,5.15771503883105,1.86125,724.3426625,2.09886,3.251,3.6682e-08,1.2122e-08,1.0612e-07,4.4437e-06,4.4315e-05,6.6539e-05,5.0268e-05,1.2654e-08,1.164e-09,0.00026336,1.1475e-05,"MBA","Otto Matic",44330,"1894-11-03","2016-03-18",1791,NA,NA,"0",0.55383,NA,NA,NA,NA,NA,24148,"Valid","L4","2300","Found",1942,42.93333,-100.75,"(42.933330, -100.750000)"
"200","Ventura","a0004825",2004825,"  4825 Ventura (1988 CS2)","4825","","N","N",14,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 11",2457400.5,57400,20160113,"J2000",0.166299627036981,2.2513675286966,1.87696594835119,3.9584435520137,306.060669355244,65.6893133251392,192.299611140296,2.62576910904202,0.291765862600839,2457975.27727985,20170809.7772799,1233.86607600668,3.37814120741047,0.879111,342.12362787,2.8476,3.605,5.3776e-08,1.1548e-08,1.2041e-07,6.72e-06,7.062e-05,7.3308e-05,2.2118e-05,1.3469e-08,2.2449e-09,7.7822e-05,9.4937e-06,"MBA","Otto Matic",15481,"1973-10-29","2016-03-18",1220,NA,NA,"0",0.4894,NA,NA,NA,NA,NA,24159,"Valid","Iron, IAB-ung","7700","Found",1953,34.25,-119.3,"(34.250000, -119.300000)"
"201","Vera","a0000245",2000245,"   245 Vera","245","","N","N",7.82,NA,NA,NA,NA,NA,NA,"79.50","",0.2082,14.38,NA,0.841,0.476,NA,"S","S",NA,3.2,"JPL 95",2457400.5,57400,20160113,"J2000",0.193632836142888,3.10152271887731,2.50096607845949,5.15794965171157,61.3796849588729,329.233666965388,85.2828509673101,3.70207935929512,0.180443658468307,2456927.8713042,20140927.3713042,1995.0825817646,5.46223841687776,1.50698,586.4714066,1.74125,3.186,4.0074e-08,1.3286e-08,1.2235e-07,4.8001e-06,4.8812e-05,5.0065e-05,1.1668e-05,1.5858e-08,1.1594e-09,6.3596e-05,1.2819e-05,"MBA","Otto Matic",47858,"1885-03-09","2016-03-20",1630,NA,NA,"0",0.58206,NA,NA,NA,NA,NA,24161,"Valid","L/LL4","80000","Found",1941,-29.91667,-60.28333,"(-29.916670, -60.283330)"
"202","Webb","a0003041",2003041,"  3041 Webb (1980 GD)","3041","","N","N",12.5,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 13",2457400.5,57400,20160113,"J2000",0.145787382483747,2.58651552848675,2.2094341998351,14.6273631418234,82.4409493739416,350.952710329715,337.813488599402,2.9635968571384,0.236936210814321,2457494.13917539,20160415.6391754,1519.39629135928,4.1598803322636,1.22501,476.7371417,2.31676,3.362,7.4213e-08,1.9345e-08,1.9997e-07,6.9452e-06,2.8085e-05,3.8193e-05,2.5309e-05,2.2165e-08,2.6581e-09,0.00010718,1.7046e-05,"MBA","Otto Matic",13140,"1980-03-14","2016-03-05",1122,NA,NA,"0",0.4688,NA,NA,NA,NA,NA,24228,"Valid","L6","410.5","Found",1968,-31.69167,127.78333,"(-31.691670, 127.783330)"
"203","Wells","dI82F010",1000881,"     C/1882 F1 (Wells)","1882 F1","C","","",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 1",2408616.5,8616,18820620,"J2000",0.999993648982361,9567.37366308222,0.0607625588954254,73.797401163933,206.589761492093,208.984625153159,9.44776462441932e-06,19134.6865636055,1.05320998976923e-06,2408607.52955278,18820611.0295528,341812177.530598,935830.739303485,0.00844959,3.2883269403,NA,0.086,1.8851e-06,2839.8,2.9236e-07,0.00020871,0.0002718,0.00015376,4.2065e-06,5679.7,4.6893e-07,5.1514e-05,152190000,"COM","Otto Matic",112,"1882-04-01","1882-07-22",28,NA,NA,"",1.3678,NA,NA,NA,NA,NA,24242,"Valid","LL3.3","4135","Found",1985,33.05,-101.93333,"(33.050000, -101.933330)"
"204","Wells","a0001721",2001721,"  1721 Wells (1953 TD3)","1721","","N","N",10.9,NA,NA,NA,NA,NA,NA,"40.03","",0.0528,NA,NA,NA,NA,NA,"","",NA,1.5,"JPL 18",2457400.5,57400,20160113,"J2000",0.045613715508777,3.1467612035615,3.00322573324819,16.1262411312863,317.348323069379,135.969404240248,357.293252973707,3.29029667387481,0.176566534541035,2457415.82989835,20160128.3298983,2038.89146341224,5.58218059798013,2.03688,792.6925896,1.81491,3.146,5.1941e-08,2.3853e-08,1.6469e-07,6.4589e-06,2.0162e-05,7.7902e-05,7.1717e-05,2.4941e-08,2.0076e-09,0.00040614,2.3182e-05,"MBA","Otto Matic",26326,"1944-02-21","2016-03-20",1251,NA,NA,"0",0.48495,NA,NA,NA,NA,NA,24242,"Valid","LL3.3","4135","Found",1985,33.05,-101.93333,"(33.050000, -101.933330)"
"205","Zaragoza","a0002189",2002189,"  2189 Zaragoza (1975 QK)","2189","","N","N",12.9,NA,NA,NA,NA,NA,NA,"","",NA,4.92815,NA,NA,NA,NA,"S","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.226224296754885,2.40282844971751,1.85925027345754,13.9173257812158,128.829593387485,217.692750747723,280.817585139958,2.94640662597749,0.264618330924856,2457699.73253836,20161107.2325384,1360.44996860867,3.7247090174091,0.866803,337.33372351,2.47636,3.451,5.1938e-08,1.4432e-08,1.2551e-07,5.7444e-06,2.2711e-05,2.6681e-05,1.8514e-05,1.7697e-08,2.384e-09,7.1503e-05,1.2257e-05,"MBA","Otto Matic",21999,"1955-03-22","2015-06-14",1160,NA,NA,"0",0.46157,NA,NA,NA,NA,NA,48916,"Valid","Iron, IVA-an","162000","Found",NA,41.65,-0.86667,"(41.650000, -0.866670)"
"206","Zomba","a0001468",2001468,"  1468 Zomba (1938 PA)","1468","","N","N",12.7,NA,NA,NA,NA,NA,NA,"","",NA,2.773,NA,NA,NA,NA,"","",NA,NA,"JPL 29",2457400.5,57400,20160113,"J2000",0.271157725791905,2.1955907158919,1.60023933060083,9.93893441645366,308.942624227327,23.1929962475784,273.490776507189,2.79094210118296,0.302954212316644,2457686.05213948,20161024.5521395,1188.2983809571,3.25338365765119,0.592099,230.42716783,2.57476,3.602,4.4026e-08,4.4051e-09,9.5847e-08,5.4917e-06,2.4145e-05,2.5346e-05,8.0715e-06,5.5996e-09,9.1174e-10,2.7034e-05,3.5762e-06,"MCA","Otto Matic",28304,"1938-07-23","2016-01-19",1460,NA,NA,"0",0.47361,NA,NA,NA,NA,NA,30412,"Valid","L6","7500","Fell",1899,-15.18333,35.28333,"(-15.183330, 35.283330)"
